Salle,Film,Version,Relief,Payants,Gratuits,Places libres,Taux remplissage,date,time
SALLE 5,Haute Couture,FR,2D,9.0,,105.0,"7,89%",12/11/2021,21:00
SALLE 6,Aline,FR,2D,34.0,1.0,253.0,"12,15%",12/11/2021,21:00
SALLE 1,The French Dispatch,VO,2D,,,93.0,,13/11/2021,13:30
SALLE 2,La Famille Addams 2 : Une Virée D'enfer,VF,2D,20.0,,124.0,"13,89%",13/11/2021,13:30
SALLE 3,Barbaque,FR,2D,8.0,,184.0,"4,17%",13/11/2021,13:30
SALLE 4,Haute Couture,FR,2D,10.0,,83.0,"10,75%",13/11/2021,13:30
SALLE 5,Ron Débloque,VF,2D,8.0,,106.0,"7,02%",13/11/2021,13:30
SALLE 6,Si On Chantait,FR,2D,8.0,,280.0,"2,78%",13/11/2021,13:30
SALLE 3,Oups ! J'ai Encore Raté L'arche…,VF,2D,37.0,,155.0,"19,27%",13/11/2021,15:30
SALLE 2,Les Eternels,VF,2D,33.0,,111.0,"22,92%",13/11/2021,15:40
SALLE 6,Aline,FR,2D,49.0,,239.0,"17,01%",13/11/2021,15:40
SALLE 4,Si On Chantait,FR,2D,9.0,,84.0,"9,68%",13/11/2021,15:45
SALLE 1,Cry Macho,VF,2D,27.0,,66.0,"29,03%",13/11/2021,16:00
SALLE 5,Le Loup Et Le Lion,FR,2D,33.0,2.0,79.0,"30,70%",13/11/2021,16:00
SALLE 3,Les Eternels,VF,2D,42.0,,150.0,"21,88%",13/11/2021,17:30
SALLE 6,Aline,FR,2D,37.0,,251.0,"12,85%",13/11/2021,18:15
SALLE 1,Eiffel,FR,2D,45.0,,48.0,"48,39%",13/11/2021,18:30
SALLE 4,La Fracture,FR,2D,14.0,,79.0,"15,05%",13/11/2021,18:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,35.0,,79.0,"30,70%",13/11/2021,18:30
SALLE 2,Haute Couture,FR,2D,10.0,,134.0,"6,94%",13/11/2021,18:45
SALLE 3,Les Eternels,VF,2D,53.0,,139.0,"27,60%",13/11/2021,20:45
SALLE 4,Mourir Peut Attendre,VF,2D,15.0,,78.0,"16,13%",13/11/2021,20:45
SALLE 1,Cry Macho,VO,2D,6.0,,87.0,"6,45%",13/11/2021,21:00
SALLE 2,Si On Chantait,FR,2D,24.0,,120.0,"16,67%",13/11/2021,21:00
SALLE 5,Haute Couture,FR,2D,10.0,,104.0,"8,77%",13/11/2021,21:00
SALLE 6,Aline,FR,2D,35.0,2.0,251.0,"12,85%",13/11/2021,21:00
SALLE 1,La Famille Addams 2 : Une Virée D'enfer,VF,2D,12.0,,81.0,"12,90%",14/11/2021,11:00
SALLE 2,Sam Le Pompier & Le Mystérieux Super-héros,VF,2D,4.0,,140.0,"2,78%",14/11/2021,11:00
SALLE 3,Le Trésor Du Petit Nicolas,FR,2D,11.0,,181.0,"5,73%",14/11/2021,11:00
SALLE 4,Même Les Souris Vont Au Paradis,FR,2D,2.0,,91.0,"2,15%",14/11/2021,11:00
SALLE 5,Le Loup Et Le Lion,FR,2D,6.0,,108.0,"5,26%",14/11/2021,11:00
SALLE 6,Si On Chantait,FR,2D,2.0,,286.0,"0,69%",14/11/2021,11:00
SALLE 1,Cry Macho,VF,2D,10.0,,83.0,"10,75%",14/11/2021,13:30
SALLE 2,Le Loup Et Le Lion,FR,2D,15.0,,129.0,"10,42%",14/11/2021,13:30
SALLE 3,Les Eternels,VF,2D,26.0,1.0,165.0,"14,06%",14/11/2021,13:30
SALLE 4,Haute Couture,FR,2D,30.0,,63.0,"32,26%",14/11/2021,13:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,18.0,,96.0,"15,79%",14/11/2021,13:30
SALLE 6,Aline,FR,2D,54.0,,234.0,"18,75%",14/11/2021,13:30
SALLE 4,Mourir Peut Attendre,VF,2D,58.0,,35.0,"62,37%",14/11/2021,15:40
SALLE 1,Eiffel,FR,2D,76.0,,17.0,"81,72%",14/11/2021,15:45
SALLE 2,Les Eternels,VF,2D,48.0,,96.0,"33,33%",14/11/2021,15:45
SALLE 5,Le Loup Et Le Lion,FR,2D,69.0,,45.0,"60,53%",14/11/2021,15:45
SALLE 6,Aline,FR,2D,126.0,,162.0,"43,75%",14/11/2021,16:15
SALLE 3,Oups ! J'ai Encore Raté L'arche…,VF,2D,29.0,,163.0,"15,10%",14/11/2021,16:40
SALLE 1,La Fille à La Valise,VO,2D,8.0,,85.0,"8,60%",14/11/2021,18:00
SALLE 5,Les Eternels,VF,2D,9.0,,105.0,"7,89%",14/11/2021,18:00
SALLE 3,Haute Couture,FR,2D,4.0,,188.0,"2,08%",14/11/2021,18:45
SALLE 4,Cry Macho,VO,2D,9.0,,84.0,"9,68%",14/11/2021,18:45
SALLE 6,La Fracture,FR,2D,12.0,,276.0,"4,17%",14/11/2021,18:45
SALLE 2,Si On Chantait,FR,2D,24.0,,120.0,"16,67%",14/11/2021,18:50
SALLE 1,Illusions Perdues,FR,2D,4.0,,89.0,"4,30%",14/11/2021,20:45
SALLE 2,Cry Macho,VO,2D,1.0,,143.0,"0,69%",14/11/2021,21:00
SALLE 3,Barbaque,FR,2D,5.0,,187.0,"2,60%",14/11/2021,21:00
SALLE 4,Si On Chantait,FR,2D,,,93.0,,14/11/2021,21:00
SALLE 5,Julie (en 12 Chapitres),VO,2D,3.0,,111.0,"2,63%",14/11/2021,21:00
SALLE 6,Aline,FR,2D,14.0,,274.0,"4,86%",14/11/2021,21:00
SALLE 1,Chantons Sous La Pluie,VF,2D,42.0,4.0,47.0,"49,46%",15/11/2021,10:35
SALLE 3,Kérity La Maison Des Contes,FR,2D,121.0,15.0,56.0,"70,83%",15/11/2021,10:35
SALLE 1,Lui,FR,2D,2.0,,91.0,"2,15%",15/11/2021,13:50
SALLE 2,Si On Chantait,FR,2D,5.0,,139.0,"3,47%",15/11/2021,13:50
SALLE 5,Julie (en 12 Chapitres),VO,2D,,,114.0,,15/11/2021,13:50
SALLE 6,Cry Macho,VF,2D,7.0,,281.0,"2,43%",15/11/2021,13:50
SALLE 1,Eiffel,FR,2D,11.0,,82.0,"11,83%",15/11/2021,15:45
SALLE 2,Haute Couture,FR,2D,7.0,,137.0,"4,86%",15/11/2021,15:50
SALLE 6,Aline,FR,2D,27.0,,261.0,"9,38%",15/11/2021,16:15
SALLE 5,Cry Macho,VO,2D,3.0,,111.0,"2,63%",15/11/2021,16:30
SALLE 1,Illusions Perdues,FR,2D,6.0,2.0,85.0,"8,60%",15/11/2021,18:00
SALLE 2,Les Eternels,VF,2D,2.0,,142.0,"1,39%",15/11/2021,18:00
SALLE 5,Barbaque,FR,2D,8.0,,106.0,"7,02%",15/11/2021,18:45
SALLE 6,Si On Chantait,FR,2D,2.0,,286.0,"0,69%",15/11/2021,18:45
SALLE 3,Les Eternels,VF,2D,11.0,,181.0,"5,73%",15/11/2021,20:30
SALLE 1,La Fracture,FR,2D,4.0,,89.0,"4,30%",15/11/2021,21:00
SALLE 2,Venom: Let There Be Carnage,VF,2D,4.0,,140.0,"2,78%",15/11/2021,21:00
SALLE 4,Cry Macho,VF,2D,4.0,,89.0,"4,30%",15/11/2021,21:00
SALLE 5,Haute Couture,FR,2D,2.0,,112.0,"1,75%",15/11/2021,21:00
SALLE 6,Aline,FR,2D,8.0,,280.0,"2,78%",15/11/2021,21:00
SALLE 3,Chantons Sous La Pluie,VF,2D,112.0,7.0,73.0,"61,98%",16/11/2021,10:35
SALLE 5,Petit Pays,FR,2D,80.0,6.0,28.0,"75,44%",16/11/2021,10:35
SALLE 2,Julie (en 12 Chapitres),VO,2D,3.0,,141.0,"2,08%",16/11/2021,13:50
SALLE 3,Barbaque,FR,2D,5.0,1.0,186.0,"3,13%",16/11/2021,13:50
SALLE 4,Si On Chantait,FR,2D,5.0,,88.0,"5,38%",16/11/2021,13:50
SALLE 6,Cry Macho,VF,2D,1.0,,287.0,"0,35%",16/11/2021,13:50
SALLE 3,Les Eternels,VF,2D,3.0,,189.0,"1,56%",16/11/2021,15:45
SALLE 4,Haute Couture,FR,2D,16.0,,77.0,"17,20%",16/11/2021,16:00
SALLE 6,Si On Chantait,FR,2D,,,288.0,,16/11/2021,16:00
SALLE 2,Les Camarades,VO,2D,6.0,,138.0,"4,17%",16/11/2021,18:15
SALLE 4,Eiffel,FR,2D,8.0,,85.0,"8,60%",16/11/2021,18:20
SALLE 6,Aline,FR,2D,35.0,2.0,251.0,"12,85%",16/11/2021,18:20
SALLE 3,Venom: Let There Be Carnage,VF,2D,10.0,2.0,180.0,"6,25%",16/11/2021,18:45
SALLE 5,Mourir Peut Attendre,VF,2D,9.0,,105.0,"7,89%",16/11/2021,20:30
SALLE 4,Les Eternels,VF,2D,10.0,,83.0,"10,75%",16/11/2021,20:40
SALLE 1,Cry Macho,VO,2D,5.0,,88.0,"5,38%",16/11/2021,21:00
SALLE 2,La Fracture,FR,2D,1.0,,143.0,"0,69%",16/11/2021,21:00
SALLE 3,Haute Couture,FR,2D,3.0,,189.0,"1,56%",16/11/2021,21:00
SALLE 6,Aline,FR,2D,32.0,,256.0,"11,11%",16/11/2021,21:00
SALLE 1,Oups ! J'ai Encore Raté L'arche…,VF,2D,41.0,4.0,48.0,"48,39%",17/11/2021,13:30
SALLE 2,Les Bodin's En Thaïlande,FR,2D,38.0,,106.0,"26,39%",17/11/2021,13:30
SALLE 3,Le Loup Et Le Lion,FR,2D,19.0,,173.0,"9,90%",17/11/2021,13:30
SALLE 4,On Est Fait Pour S'entendre,FR,2D,3.0,,90.0,"3,23%",17/11/2021,13:30
SALLE 5,Les Eternels,VF,2D,12.0,,102.0,"10,53%",17/11/2021,13:30
SALLE 6,Aline,FR,2D,17.0,,271.0,"5,90%",17/11/2021,13:30
SALLE 1,Grandir C'est Chouette !,FR,2D,2.0,,91.0,"2,15%",17/11/2021,15:20
SALLE 4,Cry Macho,VO,2D,3.0,,90.0,"3,23%",17/11/2021,15:30
SALLE 2,Les Eternels,VF,2D,3.0,,141.0,"2,08%",17/11/2021,15:45
SALLE 3,Aline,FR,2D,39.0,,153.0,"20,31%",17/11/2021,15:45
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,2.0,,286.0,"0,69%",17/11/2021,16:15
SALLE 5,Oups ! J'ai Encore Raté L'arche…,VF,2D,15.0,,99.0,"13,16%",17/11/2021,16:30
SALLE 1,Haute Couture,FR,2D,6.0,,87.0,"6,45%",17/11/2021,16:40
SALLE 4,Mourir Peut Attendre,VF,2D,5.0,,88.0,"5,38%",17/11/2021,17:45
SALLE 3,On Est Fait Pour S'entendre,FR,2D,9.0,,183.0,"4,69%",17/11/2021,18:20
SALLE 5,First Cow,VO,2D,1.0,,113.0,"0,88%",17/11/2021,18:30
SALLE 1,Freda,VO,2D,3.0,,90.0,"3,23%",17/11/2021,18:45
SALLE 2,Les Bodin's En Thaïlande,FR,2D,27.0,,117.0,"18,75%",17/11/2021,18:45
SALLE 6,Si On Chantait,FR,2D,2.0,,286.0,"0,69%",17/11/2021,18:45
SALLE 3,Les Eternels,VF,2D,6.0,,186.0,"3,13%",17/11/2021,20:30
SALLE 1,Cry Macho,VO,2D,7.0,,86.0,"7,53%",17/11/2021,21:00
SALLE 2,Les Bodin's En Thaïlande,FR,2D,7.0,,137.0,"4,86%",17/11/2021,21:00
SALLE 4,Haute Couture,FR,2D,2.0,,91.0,"2,15%",17/11/2021,21:00
SALLE 5,On Est Fait Pour S'entendre,FR,2D,14.0,,100.0,"12,28%",17/11/2021,21:00
SALLE 6,Aline,FR,2D,8.0,,280.0,"2,78%",17/11/2021,21:00
SALLE 1,Kérity La Maison Des Contes,FR,2D,22.0,,71.0,"23,66%",18/11/2021,10:50
SALLE 1,La Fracture,FR,2D,4.0,,89.0,"4,30%",18/11/2021,13:50
SALLE 3,Les Bodin's En Thaïlande,FR,2D,17.0,2.0,173.0,"9,90%",18/11/2021,13:50
SALLE 4,On Est Fait Pour S'entendre,FR,2D,5.0,,88.0,"5,38%",18/11/2021,13:50
SALLE 5,Si On Chantait,FR,2D,3.0,,111.0,"2,63%",18/11/2021,13:50
SALLE 6,Eiffel,FR,2D,2.0,,286.0,"0,69%",18/11/2021,13:50
SALLE 2,Grandir C'est Chouette !,FR,2D,,,144.0,,18/11/2021,14:00
SALLE 2,On Est Fait Pour S'entendre,FR,2D,46.0,1.0,97.0,"32,64%",18/11/2021,15:30
SALLE 1,Cry Macho,VF,2D,4.0,,89.0,"4,30%",18/11/2021,16:00
SALLE 3,Haute Couture,FR,2D,9.0,,183.0,"4,69%",18/11/2021,16:00
SALLE 4,First Cow,VO,2D,2.0,,91.0,"2,15%",18/11/2021,16:00
SALLE 5,Les Bodin's En Thaïlande,FR,2D,14.0,,100.0,"12,28%",18/11/2021,16:00
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,,,288.0,,18/11/2021,16:10
SALLE 2,Aline,FR,2D,11.0,,133.0,"7,64%",18/11/2021,17:45
SALLE 5,Les Eternels,VF,2D,,,114.0,,18/11/2021,18:00
SALLE 1,Cry Macho,VO,2D,,,93.0,,18/11/2021,18:15
SALLE 3,On Est Fait Pour S'entendre,FR,2D,8.0,,184.0,"4,17%",18/11/2021,18:30
SALLE 4,Haute Couture,FR,2D,8.0,,85.0,"8,60%",18/11/2021,18:30
SALLE 6,Les Bodin's En Thaïlande,FR,2D,9.0,,279.0,"3,13%",18/11/2021,18:30
SALLE 2,Aline,FR,2D,24.0,6.0,114.0,"20,83%",18/11/2021,20:30
SALLE 6,Les Eternels,VF,2D,2.0,,286.0,"0,69%",18/11/2021,20:30
SALLE 1,Cry Macho,VO,2D,5.0,,88.0,"5,38%",18/11/2021,21:00
SALLE 3,Si On Chantait,FR,2D,11.0,,181.0,"5,73%",18/11/2021,21:00
SALLE 4,Haute Couture,FR,2D,2.0,1.0,90.0,"3,23%",18/11/2021,21:00
SALLE 5,Freda,VO,2D,5.0,,109.0,"4,39%",18/11/2021,21:00
SALLE 5,Kérity La Maison Des Contes,FR,2D,31.0,6.0,77.0,"32,46%",19/11/2021,10:50
SALLE 1,Chantons Sous La Pluie,VF,2D,21.0,2.0,70.0,"24,73%",19/11/2021,10:55
SALLE 2,Chantons Sous La Pluie,VF,2D,79.0,6.0,59.0,"59,03%",19/11/2021,11:00
SALLE 1,First Cow,VO,2D,3.0,,90.0,"3,23%",19/11/2021,13:50
SALLE 2,Haute Couture,FR,2D,4.0,,140.0,"2,78%",19/11/2021,13:50
SALLE 3,La Fracture,FR,2D,5.0,,187.0,"2,60%",19/11/2021,13:50
SALLE 4,Cry Macho,VF,2D,4.0,,89.0,"4,30%",19/11/2021,13:50
SALLE 5,Eiffel,FR,2D,7.0,,107.0,"6,14%",19/11/2021,13:50
SALLE 6,Si On Chantait,FR,2D,,,288.0,,19/11/2021,13:50
SALLE 3,Aline,FR,2D,11.0,,181.0,"5,73%",19/11/2021,15:50
SALLE 2,On Est Fait Pour S'entendre,FR,2D,17.0,,127.0,"11,81%",19/11/2021,16:00
SALLE 4,Haute Couture,FR,2D,6.0,1.0,86.0,"7,53%",19/11/2021,16:00
SALLE 5,Oups ! J'ai Encore Raté L'arche…,VF,2D,,,114.0,,19/11/2021,16:00
SALLE 6,Les Bodin's En Thaïlande,FR,2D,41.0,,247.0,"14,24%",19/11/2021,16:00
SALLE 1,Freda,VO,2D,4.0,,89.0,"4,30%",19/11/2021,16:20
SALLE 5,Les Eternels,VF,2D,7.0,,107.0,"6,14%",19/11/2021,17:50
SALLE 2,Haute Couture,FR,2D,7.0,,137.0,"4,86%",19/11/2021,18:15
SALLE 3,Aline,FR,2D,28.0,,164.0,"14,58%",19/11/2021,18:15
SALLE 4,Le Loup Et Le Lion,FR,2D,17.0,,76.0,"18,28%",19/11/2021,18:15
SALLE 6,Si On Chantait,FR,2D,2.0,,286.0,"0,69%",19/11/2021,18:20
SALLE 1,Cry Macho,VO,2D,2.0,,91.0,"2,15%",19/11/2021,18:30
SALLE 2,Les Eternels,VF,2D,19.0,,125.0,"13,19%",19/11/2021,20:30
SALLE 4,Mourir Peut Attendre,VF,2D,22.0,,71.0,"23,66%",19/11/2021,20:30
SALLE 6,On Est Fait Pour S'entendre,FR,2D,135.0,1.0,152.0,"47,22%",19/11/2021,20:30
SALLE 1,Cry Macho,VO,2D,,,93.0,,19/11/2021,21:00
SALLE 3,Aline,FR,2D,24.0,,168.0,"12,50%",19/11/2021,21:00
SALLE 5,Les Bodin's En Thaïlande,FR,2D,76.0,,38.0,"66,67%",19/11/2021,21:00
SALLE 1,La Grande Aventure Lego 2,VF,2D,13.0,1.0,79.0,"15,05%",20/11/2021,13:30
SALLE 2,Les Bodin's En Thaïlande,FR,2D,60.0,,84.0,"41,67%",20/11/2021,13:30
SALLE 3,Les Eternels,VF,2D,15.0,,177.0,"7,81%",20/11/2021,13:30
SALLE 4,On Est Fait Pour S'entendre,FR,2D,14.0,,79.0,"15,05%",20/11/2021,13:30
SALLE 5,Cry Macho,VF,2D,,,114.0,,20/11/2021,13:30
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,13.0,,275.0,"4,51%",20/11/2021,13:30
SALLE 2,Lego Ninjago : Le Film,VF,2D,13.0,,131.0,"9,03%",20/11/2021,15:30
SALLE 4,Mourir Peut Attendre,VF,2D,18.0,,75.0,"19,35%",20/11/2021,15:40
SALLE 5,Oups ! J'ai Encore Raté L'arche…,VF,2D,37.0,,77.0,"32,46%",20/11/2021,15:40
SALLE 6,Aline,FR,2D,43.0,,245.0,"14,93%",20/11/2021,15:40
SALLE 1,Haute Couture,FR,2D,10.0,,83.0,"10,75%",20/11/2021,16:00
SALLE 3,On Est Fait Pour S'entendre,FR,2D,24.0,,168.0,"12,50%",20/11/2021,16:40
SALLE 5,Le Loup Et Le Lion,FR,2D,27.0,,87.0,"23,68%",20/11/2021,17:30
SALLE 2,Les Eternels,VF,2D,45.0,,99.0,"31,25%",20/11/2021,17:45
SALLE 6,Aline,FR,2D,39.0,,249.0,"13,54%",20/11/2021,18:15
SALLE 1,Haute Couture,FR,2D,8.0,,85.0,"8,60%",20/11/2021,18:30
SALLE 3,Les Bodin's En Thaïlande,FR,2D,76.0,,116.0,"39,58%",20/11/2021,18:40
SALLE 4,Cry Macho,VO,2D,4.0,,89.0,"4,30%",20/11/2021,18:50
SALLE 5,Le Lac Des Cygnes (opéra De Paris-fra Cinéma,VF,2D,21.0,,93.0,"18,42%",20/11/2021,19:30
SALLE 1,Les Eternels,VF,2D,36.0,,57.0,"38,71%",20/11/2021,20:45
SALLE 2,On Est Fait Pour S'entendre,FR,2D,47.0,,97.0,"32,64%",20/11/2021,21:00
SALLE 3,Les Bodin's En Thaïlande,FR,2D,52.0,,140.0,"27,08%",20/11/2021,21:00
SALLE 4,Haute Couture,FR,2D,21.0,,72.0,"22,58%",20/11/2021,21:00
SALLE 6,Aline,FR,2D,41.0,1.0,246.0,"14,58%",20/11/2021,21:00
SALLE 1,Les Bodin's En Thaïlande,FR,2D,25.0,,68.0,"26,88%",21/11/2021,11:00
SALLE 2,Le Loup Et Le Lion,FR,2D,13.0,,131.0,"9,03%",21/11/2021,11:00
SALLE 3,Même Les Souris Vont Au Paradis,FR,2D,7.0,,185.0,"3,65%",21/11/2021,11:00
SALLE 4,La Petite Taupe Aime La Nature,FR,2D,3.0,,90.0,"3,23%",21/11/2021,11:00
SALLE 6,"Lego Batman, Le Film",VF,2D,4.0,,284.0,"1,39%",21/11/2021,11:00
SALLE 1,Cry Macho,VO,2D,1.0,,92.0,"1,08%",21/11/2021,13:30
SALLE 2,Oups ! J'ai Encore Raté L'arche…,VF,2D,10.0,2.0,132.0,"8,33%",21/11/2021,13:30
SALLE 3,Aline,FR,2D,29.0,,163.0,"15,10%",21/11/2021,13:30
SALLE 4,Mourir Peut Attendre,VF,2D,15.0,,78.0,"16,13%",21/11/2021,13:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,16.0,,98.0,"14,04%",21/11/2021,13:30
SALLE 6,On Est Fait Pour S'entendre,FR,2D,44.0,3.0,241.0,"16,32%",21/11/2021,13:30
SALLE 2,Les Eternels,VF,2D,21.0,,123.0,"14,58%",21/11/2021,15:30
SALLE 5,Le Loup Et Le Lion,FR,2D,25.0,,89.0,"21,93%",21/11/2021,15:50
SALLE 1,Oups ! J'ai Encore Raté L'arche…,VF,2D,20.0,,73.0,"21,51%",21/11/2021,16:00
SALLE 3,Aline,FR,2D,57.0,,135.0,"29,69%",21/11/2021,16:00
SALLE 6,Les Bodin's En Thaïlande,FR,2D,271.0,14.0,3.0,"98,96%",21/11/2021,16:30
SALLE 4,Haute Couture,FR,2D,54.0,,39.0,"58,06%",21/11/2021,16:40
SALLE 5,Les Eternels,VF,2D,17.0,,97.0,"14,91%",21/11/2021,18:00
SALLE 1,Les Dolomites D'ilio,VO,2D,10.0,3.0,80.0,"13,98%",21/11/2021,18:30
SALLE 2,Aline,FR,2D,48.0,2.0,94.0,"34,72%",21/11/2021,18:30
SALLE 4,Cry Macho,VO,2D,3.0,,90.0,"3,23%",21/11/2021,18:45
SALLE 6,Les Bodin's En Thaïlande,FR,2D,89.0,,199.0,"30,90%",21/11/2021,18:45
SALLE 3,On Est Fait Pour S'entendre,FR,2D,19.0,,173.0,"9,90%",21/11/2021,18:50
SALLE 1,Mourir Peut Attendre,VF,2D,5.0,,88.0,"5,38%",21/11/2021,20:30
SALLE 2,La Fracture,FR,2D,4.0,,140.0,"2,78%",21/11/2021,21:00
SALLE 3,Freda,VO,2D,2.0,,190.0,"1,04%",21/11/2021,21:00
SALLE 4,Cry Macho,VF,2D,2.0,,91.0,"2,15%",21/11/2021,21:00
SALLE 5,Si On Chantait,FR,2D,,,114.0,,21/11/2021,21:00
SALLE 6,Haute Couture,FR,2D,4.0,,284.0,"1,39%",21/11/2021,21:00
SALLE 4,Chantons Sous La Pluie,VF,2D,9.0,2.0,82.0,"11,83%",22/11/2021,10:50
SALLE 1,Kérity La Maison Des Contes,FR,2D,,,93.0,,22/11/2021,11:05
SALLE 2,Kérity La Maison Des Contes,FR,2D,20.0,2.0,122.0,"15,28%",22/11/2021,11:05
SALLE 1,Cry Macho,VF,2D,5.0,1.0,87.0,"6,45%",22/11/2021,13:50
SALLE 2,Freda,VO,2D,9.0,,135.0,"6,25%",22/11/2021,13:50
SALLE 3,On Est Fait Pour S'entendre,FR,2D,9.0,,183.0,"4,69%",22/11/2021,13:50
SALLE 4,Eiffel,FR,2D,4.0,,89.0,"4,30%",22/11/2021,13:50
SALLE 5,La Fracture,FR,2D,9.0,,105.0,"7,89%",22/11/2021,13:50
SALLE 6,Si On Chantait,FR,2D,4.0,,284.0,"1,39%",22/11/2021,13:50
SALLE 6,Aline,FR,2D,18.0,,270.0,"6,25%",22/11/2021,15:45
SALLE 5,Eiffel,FR,2D,2.0,,112.0,"1,75%",22/11/2021,16:00
SALLE 1,Cry Macho,VO,2D,3.0,,90.0,"3,23%",22/11/2021,16:10
SALLE 2,Les Bodin's En Thaïlande,FR,2D,49.0,,95.0,"34,03%",22/11/2021,16:10
SALLE 3,On Est Fait Pour S'entendre,FR,2D,20.0,,172.0,"10,42%",22/11/2021,16:10
SALLE 4,Haute Couture,FR,2D,6.0,,87.0,"6,45%",22/11/2021,16:10
SALLE 3,On Est Fait Pour S'entendre,FR,2D,11.0,,181.0,"5,73%",22/11/2021,18:20
SALLE 5,Si On Chantait,FR,2D,1.0,,113.0,"0,88%",22/11/2021,18:20
SALLE 1,Cry Macho,VO,2D,2.0,,91.0,"2,15%",22/11/2021,18:30
SALLE 2,La Fracture,FR,2D,4.0,2.0,138.0,"4,17%",22/11/2021,18:30
SALLE 4,Haute Couture,FR,2D,,,93.0,,22/11/2021,18:30
SALLE 6,Les Bodin's En Thaïlande,FR,2D,25.0,1.0,262.0,"9,03%",22/11/2021,18:30
SALLE 3,Les Eternels,VF,2D,8.0,,184.0,"4,17%",22/11/2021,20:30
SALLE 5,Mourir Peut Attendre,VF,2D,,,114.0,,22/11/2021,20:30
SALLE 1,First Cow,VO,2D,3.0,,90.0,"3,23%",22/11/2021,21:00
SALLE 2,Eiffel,FR,2D,8.0,,136.0,"5,56%",22/11/2021,21:00
SALLE 4,Haute Couture,FR,2D,3.0,,90.0,"3,23%",22/11/2021,21:00
SALLE 6,Aline,FR,2D,3.0,,285.0,"1,04%",22/11/2021,21:00
SALLE 3,Chantons Sous La Pluie,VF,2D,104.0,9.0,79.0,"58,85%",23/11/2021,10:45
SALLE 1,Chantons Sous La Pluie,VF,2D,62.0,6.0,25.0,"73,12%",23/11/2021,10:55
SALLE 2,Kérity La Maison Des Contes,FR,2D,89.0,8.0,47.0,"67,36%",23/11/2021,10:55
SALLE 1,Eiffel,FR,2D,3.0,,90.0,"3,23%",23/11/2021,13:50
SALLE 2,Le Loup Et Le Lion,FR,2D,5.0,,139.0,"3,47%",23/11/2021,13:50
SALLE 3,First Cow,VO,2D,2.0,,190.0,"1,04%",23/11/2021,13:50
SALLE 4,La Fracture,FR,2D,,1.0,92.0,"1,08%",23/11/2021,13:50
SALLE 5,Si On Chantait,FR,2D,13.0,1.0,100.0,"12,28%",23/11/2021,13:50
SALLE 6,Haute Couture,FR,2D,19.0,,269.0,"6,60%",23/11/2021,13:50
SALLE 4,On Est Fait Pour S'entendre,FR,2D,32.0,,61.0,"34,41%",23/11/2021,15:50
SALLE 5,Freda,VO,2D,1.0,,113.0,"0,88%",23/11/2021,15:50
SALLE 2,Si On Chantait,FR,2D,5.0,,139.0,"3,47%",23/11/2021,16:00
SALLE 6,Les Bodin's En Thaïlande,FR,2D,35.0,,253.0,"12,15%",23/11/2021,16:00
SALLE 1,La Fracture,FR,2D,1.0,,92.0,"1,08%",23/11/2021,16:15
SALLE 3,Oups ! J'ai Encore Raté L'arche…,VF,2D,,,192.0,,23/11/2021,16:15
SALLE 4,Les Eternels,VF,2D,1.0,,92.0,"1,08%",23/11/2021,17:50
SALLE 5,Mourir Peut Attendre,VF,2D,6.0,,108.0,"5,26%",23/11/2021,17:50
SALLE 2,Eiffel,FR,2D,9.0,,135.0,"6,25%",23/11/2021,18:00
SALLE 3,Haute Couture,FR,2D,3.0,1.0,188.0,"2,08%",23/11/2021,18:15
SALLE 6,Aline,FR,2D,29.0,1.0,258.0,"10,42%",23/11/2021,18:15
SALLE 1,Cry Macho,VO,2D,2.0,,91.0,"2,15%",23/11/2021,18:30
SALLE 2,Suprêmes,FR,2D,,,144.0,,23/11/2021,20:30
SALLE 3,Les Eternels,VF,2D,15.0,,177.0,"7,81%",23/11/2021,20:30
SALLE 1,Cry Macho,VO,2D,3.0,,90.0,"3,23%",23/11/2021,21:00
SALLE 4,On Est Fait Pour S'entendre,FR,2D,17.0,,76.0,"18,28%",23/11/2021,21:00
SALLE 5,Les Bodin's En Thaïlande,FR,2D,17.0,2.0,95.0,"16,67%",23/11/2021,21:00
SALLE 6,Aline,FR,2D,19.0,,269.0,"6,60%",23/11/2021,21:00
SALLE 1,On Est Fait Pour S'entendre,FR,2D,5.0,,88.0,"5,38%",24/11/2021,13:30
SALLE 2,De Son Vivant,FR,2D,1.0,,143.0,"0,69%",24/11/2021,13:30
SALLE 3,Resident Evil : Bienvenue à Raccoon City,VF,2D,1.0,,191.0,"0,52%",24/11/2021,13:30
SALLE 4,Oups ! J'ai Encore Raté L'arche…,VF,2D,6.0,,87.0,"6,45%",24/11/2021,13:30
SALLE 5,Suprêmes,FR,2D,14.0,,100.0,"12,28%",24/11/2021,13:30
SALLE 6,"Encanto, La Fantastique Famille Madrigal",VF,2D,32.0,1.0,255.0,"11,46%",24/11/2021,13:30
SALLE 1,Les Olympiades,FR,2D,1.0,,92.0,"1,08%",24/11/2021,15:30
