#### EXPORT DONNEES METEO POUR "SAINT-CHAMOND" (LAT/LON: 45.47365/4.52541)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2017-06-17,20,17,26,14,19,18,0,81,9,1024,22,20,15,17,113,113,113,0,1,14.5,météo favorable
2017-06-18,24,19,10,15,23,23,0,78,8,1021,18,26,19,20,113,113,113,0,1,14.5,météo idéale
2017-06-19,28,24,18,19,28,24,0,69,10,1021,3.875,29,18,24,113,113,113,0,1,14.5,météo idéale
2017-06-20,29,25,8,19,29,26,0.4,69,9.75,1020,15.5,30,20,26,113,113,200,0,1,14.5,météo idéale
2017-06-21,30,26,7,22,29,28,0.2,74,9.875,1018,13.25,32,23,27,113,113,113,0,1,14.5,météo idéale
2017-06-22,31,27,6,23,31,27,0,65,9.75,1018,17.875,33,20,27,113,113,200,0,1,14.5,météo idéale
2017-06-23,30,25,12,23,30,25,2.1,85,9.75,1021,26.75,32,22,25,113,200,200,0,1,14.5,météo correcte
2017-06-24,25,19,10,19,23,22,2.7,91,7.625,1022,89.875,26,20,19,143,122,200,0,1,9.9,météo défavorable
2017-06-25,23,19,12,17,22,21,0.2,71,10,1019,42,25,16,20,116,116,113,0,1,13.6,météo favorable
2017-06-26,27,21,14,18,22,21,0,73,10,1016,41.125,27,16,21,116,119,116,0,1,12.7,météo correcte
2017-06-27,26,22,15,17,26,22,2.1,72,9.75,1012,32.25,27,17,22,113,113,200,0,1,14.5,météo favorable
2017-06-28,19,17,18,15,17,17,3.9,83,9.5,1006,46.75,19,14,17,116,122,113,0,1,13.6,météo correcte
2017-06-29,18,14,24,13,18,14,3.2,85,9,1009,31.125,18,11,12,119,113,113,0,1,13.6,météo favorable
2017-06-30,16,14,24,11,16,14,2.1,83,8.75,1014,57.625,16,11,13,113,200,200,0,1,11.7,météo correcte
2017-07-01,16,13,15,10,15,13,0,88,9,1021,90.375,16,12,13,122,119,122,0,1,9.9,météo défavorable
2017-07-02,18,15,22,12,17,15,0.6,82,7,1025,87.25,18,12,14,122,122,119,0,1,10.8,météo défavorable
2017-07-03,21,16,14,14,20,19,0,80,7.75,1025,72.875,21,15,16,122,116,119,0,1,11.7,météo défavorable
2017-07-04,24,20,9,16,23,22,0,73,8,1022,12,26,18,20,116,113,113,0,1,14.5,météo idéale
2017-07-05,28,23,19,17,28,23,0,58,10,1020,1.625,28,14,23,113,113,113,0,1,14.5,météo idéale
2017-07-06,29,24,16,17,28,24,0.1,58,10,1020,18.5,29,16,24,113,113,116,0,1,14.5,météo idéale
2017-07-07,30,26,8,21,29,27,0,60,10,1021,12.875,31,18,27,113,113,113,0,1,14.5,météo idéale
2017-07-08,30,27,9,24,30,27,0.1,57,9.625,1019,42.5,31,18,27,113,200,200,0,1,12.5,météo correcte
2017-07-09,22,20,15,20,22,21,0.4,81,9.25,1015,57.5,25,19,20,122,122,116,0,1,11.5,météo correcte
2017-07-10,23,19,15,18,23,19,7.5,79,9.375,1017,28.125,25,16,19,116,200,113,0,1,14.5,météo correcte
2017-07-11,25,20,9,16,23,22,0,64,10,1018,29,26,14,21,116,116,113,0,1,14.5,météo favorable
2017-07-12,25,21,21,17,25,21,0,72,10,1021,35,26,16,21,113,116,116,0,1,14.5,météo favorable
2017-07-13,23,19,16,16,23,21,0.1,77,8,1021,58.875,25,16,19,122,116,116,0,1,13.5,météo correcte
2017-07-14,22,19,23,16,22,19,0.1,69,9,1021,38.375,25,14,19,116,116,113,0,1,13.5,météo favorable
2017-07-15,21,18,23,15,21,19,0,71,9,1023,33.75,24,13,18,122,113,113,0,1,12.5,météo favorable
2017-07-16,24,20,18,15,23,21,0,68,10,1024,7.125,25,15,20,113,113,113,0,1,14.5,météo idéale
2017-07-17,28,23,12,19,27,24,1,64,9.875,1022,14.375,28,16,23,113,116,113,0,1,14.5,météo favorable
2017-07-18,28,24,27,17,28,24,0,52,10,1019,4.875,28,14,24,113,113,113,0,1,14.5,météo idéale
2017-07-19,29,24,25,18,27,25,0.3,45,9.875,1017,34.5,28,12,24,122,113,116,0,1,13.5,météo favorable
2017-07-20,25,19,12,16,25,19,1,81,9.875,1016,46.25,26,16,19,113,116,116,0,1,14.5,météo favorable
2017-07-21,24,19,9,16,24,19,7.1,85,7.5,1016,42.75,26,17,20,116,200,113,0,1,13.5,météo correcte
2017-07-22,27,21,12,17,25,21,0.2,72,9.625,1018,30.375,27,16,21,116,113,200,0,1,13.5,météo favorable
2017-07-23,26,20,10,16,24,22,0,59,10,1021,19.125,26,13,21,113,113,113,0,1,14.5,météo idéale
2017-07-24,21,17,23,15,19,17,1.8,85,9.75,1017,48.625,21,14,17,200,116,116,0,1,12.5,météo favorable
2017-07-25,20,17,25,14,18,18,1.4,72,9,1017,54.125,20,12,17,116,116,113,0,1,13.5,météo favorable
2017-07-26,21,18,18,14,21,19,0.7,62,9,1016,45.75,21,13,18,116,119,116,0,1,13.5,météo correcte
2017-07-27,25,22,12,16,25,22,0,63,10,1016,49,26,15,22,116,116,113,0,1,13.5,météo favorable
2017-07-28,27,20,6,17,25,22,0.1,67,10,1019,31.875,27,15,20,116,113,113,0,1,12.4,météo favorable
2017-07-29,30,23,14,17,28,26,0.9,52,9.875,1019,26.875,29,15,23,113,119,116,0,1,13.5,météo correcte
2017-07-30,29,24,18,18,28,24,4.4,66,9.375,1016,21.375,29,18,25,113,200,113,0,1,14.5,météo correcte
2017-07-31,32,25,27,18,28,28,3.4,48,9.625,1017,27.75,31,17,25,113,116,113,0,1,14.5,météo favorable
2017-08-01,32,25,26,22,30,25,0,62,9.875,1019,15.625,31,18,26,113,113,113,0,1,14.5,météo idéale
