#### EXPORT DONNEES METEO POUR "SAINT-CHAMOND" (LAT/LON: 45.47365/4.52541)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2019-01-31,4,0,21,-1,4,3,4,92,7.875,1002,87,4,2,-3,335,323,296,1,1,3.5,météo très défavorable
2019-02-01,7,2,7,1,6,4,15.7,96,8.25,995,93,7,5,1,296,302,296,0,1,3.5,météo très défavorable
2019-02-02,2,1,21,0,2,2,23,98,2.375,1006,91.25,2,2,-3,143,338,338,18.5,1,3.6,météo très défavorable
2019-02-03,1,0,32,-0,1,-0,4.9,90,1,1025,96.375,1,0,-7,230,230,230,1.5,1,3.6,météo très défavorable
2019-02-04,5,-2,8,-6,3,3,0.1,84,8.5,1029,57.375,6,0,-5,119,116,116,0.1,1,8.7,météo très défavorable
2019-02-05,7,1,6,-3,6,6,1.4,74,11.5,1028,36.375,8,0,1,263,116,116,0,1,8.7,météo très défavorable
2019-02-06,10,1,4,-2,8,9,0,88,10,1029,14.125,10,5,1,113,116,116,0,1,8.7,météo très défavorable
2019-02-07,10,4,16,1,10,6,0.6,90,9,1025,77.625,10,6,2,122,266,176,0,1,3.8,météo très défavorable
2019-02-08,10,4,10,1,8,8,0,83,10,1026,46.25,10,4,2,116,116,116,0,1,8.7,météo très défavorable
2019-02-09,13,7,15,3,12,10,0,81,17.125,1021,27.625,13,6,5,116,116,116,0,1,10.5,météo correcte
2019-02-10,10,8,26,7,10,8,1.3,77,12.5,1018,68.875,10,5,5,122,116,293,0,1,8.4,météo défavorable
2019-02-11,6,2,19,1,5,3,1.8,84,11.375,1032,76.75,6,1,-2,179,326,353,0,1,5.3,météo très défavorable
2019-02-12,7,2,14,-1,5,5,0.9,87,10.125,1035,48.625,7,0,-2,143,116,116,0,1,10,météo très défavorable
2019-02-13,11,3,7,-3,8,10,0,64,12.5,1036,3.625,12,0,3,116,113,116,0,1,10.6,météo très défavorable
2019-02-14,13,3,9,-1,11,11,0,64,13.75,1037,5.625,13,2,2,116,116,116,0,1,10.6,météo correcte
2019-02-15,15,5,8,0,13,13,0,55,12.875,1033,7.625,16,2,4,116,116,113,0,1,10.6,météo correcte
2019-02-16,16,6,9,1,13,14,0,49,14.625,1031,2.25,16,1,4,113,113,116,0,1,10.7,météo correcte
2019-02-17,15,5,15,0,13,13,0,59,15,1029,1.375,15,1,3,116,113,113,0,1,10.7,météo correcte
2019-02-18,13,5,17,-1,11,11,0,76,11.625,1026,33.25,13,2,2,116,122,116,0,1,8.5,météo correcte
2019-02-19,12,6,7,1,10,10,0,76,11.25,1024,8.75,12,3,5,116,116,116,0,1,10.8,météo défavorable
2019-02-20,14,6,6,0,12,12,0,79,10,1026,4.75,14,4,5,116,116,116,0,1,10.8,météo correcte
2019-02-21,15,7,7,2,13,14,0,63,10,1030,2.5,16,3,7,116,116,116,0,1,10.8,météo correcte
2019-02-22,14,7,23,2,13,11,0,80,9.375,1032,4.875,14,7,5,116,116,116,0,1,10.9,météo correcte
2019-02-23,12,6,9,3,11,10,0.1,85,17,1031,26.125,12,4,6,143,116,113,0,1,10.9,météo défavorable
2019-02-24,16,6,8,1,14,13,0,86,10.25,1033,11.375,16,8,5,116,116,113,0,1,10.9,météo correcte
2019-02-25,15,7,9,2,13,13,0,81,10,1034,3.625,15,6,6,116,116,113,0,1,10.9,météo correcte
2019-02-26,17,9,7,4,16,16,0,72,10,1033,4.75,18,6,9,113,116,116,0,1,11,météo correcte
2019-02-27,19,10,7,4,16,17,0,58,10,1030,0.25,19,4,9,116,113,113,0,1,11,météo favorable
2019-02-28,16,10,15,5,15,14,0,62,10,1026,10.75,17,5,9,113,116,116,0,1,11,météo correcte
2019-03-01,10,7,20,5,10,7,0,76,10,1026,58.25,10,5,5,116,119,119,0,1,8.6,météo défavorable
2019-03-02,10,6,9,2,9,8,2.6,83,8.375,1024,53.625,10,5,4,143,116,353,0,1,7.1,météo défavorable
2019-03-03,16,7,13,3,13,15,0,75,10,1024,26.875,17,4,6,116,116,116,0,1,11.1,météo correcte
2019-03-04,11,8,28,9,11,8,0.4,64,10,1018,47,11,4,7,116,353,119,0,1,7.1,météo défavorable
2019-03-05,13,7,10,3,11,11,0,65,10,1019,41.75,14,1,5,122,116,116,0,1,11.2,météo correcte
2019-03-06,12,9,47,4,12,11,1,73,8.375,1015,64.875,12,6,5,122,119,266,0,1,7.1,météo défavorable
2019-03-07,12,9,21,7,11,10,22.6,72,8.375,1015,59.625,12,6,6,308,116,116,0,1,10.1,météo très défavorable
2019-03-08,11,7,6,4,10,10,5.4,79,8.375,1024,65.5,12,5,5,116,263,353,0,1,5.7,météo défavorable
2019-03-09,14,7,9,6,13,11,1.8,80,9.25,1027,71.375,14,8,5,116,263,176,0,1,8.6,météo défavorable
2019-03-10,12,10,19,10,12,10,1.1,79,9.375,1027,70.25,12,9,8,176,119,263,0,1,5.7,météo défavorable
2019-03-11,7,4,28,4,7,4,2.5,76,9,1033,62,7,4,1,353,119,266,0,1,8.6,météo très défavorable
2019-03-12,15,4,14,-3,11,13,0,60,10,1033,31,15,0,2,116,116,116,0,1,10.1,météo correcte
2019-03-13,8,4,20,2,7,6,4.7,78,8.25,1023,78,8,4,2,176,263,353,0,1,5.9,météo très défavorable
2019-03-14,7,5,14,3,7,7,4.3,88,8.5,1025,97.375,7,6,3,176,266,296,0,1,5.9,météo très défavorable
2019-03-15,12,10,17,9,12,11,4.5,86,9,1025,79.125,12,8,9,302,176,353,0,1,6,météo défavorable
2019-03-16,19,10,6,5,16,19,0,78,10,1025,23.5,21,7,9,116,113,113,0,1,10.2,météo favorable
2019-03-17,15,6,24,6,15,6,1.8,80,16.75,1020,33,15,5,3,116,116,263,0,1,11.6,météo correcte
2019-03-18,8,4,22,1,6,7,0.9,77,17.5,1024,77.375,9,0,-1,122,176,176,0.1,1,6,météo très défavorable
2019-03-19,9,3,22,-3,8,8,0,80,9.25,1029,37.625,10,0,-1,143,116,116,0,1,11.6,météo très défavorable
2019-03-20,10,3,20,-3,9,9,0,68,10,1032,3.5,11,0,-0,116,113,116,0,1,11.6,météo très défavorable
2019-03-21,13,5,10,-2,12,10,0,66,10,1033,1,13,2,5,113,113,113,0,1,11.6,météo correcte
2019-03-22,17,9,9,0,16,16,0,62,10,1031,5.25,18,4,9,116,113,113,0,1,11.6,météo correcte
2019-03-23,18,10,14,3,16,15,0,61,10,1030,8.75,18,5,9,116,116,113,0,1,11.6,météo favorable
2019-03-24,17,11,10,4,16,16,0,72,10,1027,8.875,19,6,11,116,116,116,0,1,11.6,météo correcte
2019-03-25,10,6,30,2,10,9,0.2,81,9,1025,50.25,11,5,3,143,176,116,0,1,10.3,météo défavorable
2019-03-26,10,3,30,0,8,8,0.4,74,8.75,1028,32.5,10,0,-2,332,116,116,0.3,1,11.6,météo très défavorable
2019-03-27,11,4,22,-3,9,10,0,72,9,1029,13,12,2,1,116,116,116,0,1,11.6,météo très défavorable
2019-03-28,13,4,14,-2,11,10,0,75,17.375,1031,17.875,13,3,2,143,116,116,0,1,11.6,météo correcte
2019-03-29,17,8,14,0,15,15,0,68,20,1031,7.5,17,3,7,116,116,116,0,1,11.6,météo correcte
2019-03-30,16,9,18,1,14,14,0,59,20,1029,13.625,17,2,7,116,116,116,0,1,11.6,météo correcte
2019-03-31,17,10,10,2,16,15,0,52,11.25,1024,15.125,17,3,10,116,116,113,0,1,10.3,météo correcte
2019-04-01,18,12,10,4,17,16,0,54,10,1018,11.125,18,6,11,116,116,116,0,1,11.6,météo favorable
2019-04-02,16,11,16,4,16,13,0.1,62,10,1016,54.125,16,4,10,116,119,176,0,1,6.5,météo correcte
2019-04-03,7,5,13,6,7,5,25.7,92,8.375,1011,79.375,8,5,4,119,302,302,0,1,6.5,météo très défavorable
2019-04-04,8,4,9,1,6,7,4.3,74,8.5,1005,73.125,8,1,2,338,176,176,0.3,1,7.8,météo très défavorable
2019-04-05,12,4,16,-2,10,10,0.1,62,10,1007,37.875,12,1,4,116,116,116,0,1,10.3,météo très défavorable
2019-04-06,10,6,27,1,8,8,1.9,73,8.25,1004,92.75,10,4,4,266,176,176,0,1,6.5,météo défavorable
2019-04-07,11,7,10,4,10,9,5.3,84,8.5,1010,89.75,11,6,7,176,266,356,0,1,6.5,météo défavorable
2019-04-08,13,8,7,3,12,11,2.7,79,8.875,1013,66.625,13,6,7,119,119,353,0,1,7.8,météo défavorable
2019-04-09,14,8,10,1,13,12,0.4,75,9.875,1012,47.875,14,5,7,116,116,176,0,1,10.3,météo correcte
2019-04-10,14,8,21,2,13,12,0.2,82,7.375,1011,65.875,14,6,6,143,122,176,0,1,9.1,météo défavorable
2019-04-11,12,7,26,5,10,12,4.6,92,7.125,1015,86.125,14,6,4,266,296,176,0,1,6.6,météo défavorable
2019-04-12,12,6,22,0,11,11,0,70,10,1018,13.875,13,2,3,116,113,116,0,1,11.6,météo défavorable
2019-04-13,11,5,17,-0,10,10,0,69,9,1020,18.125,12,0,2,143,116,116,0,1,11.6,météo très défavorable
2019-04-14,9,2,19,-3,7,7,0,55,10,1020,17.25,10,0,-1,116,116,116,0,1,13.7,météo très défavorable
2019-04-15,15,6,22,-2,12,13,0,63,10,1022,6.375,15,3,5,116,116,116,0,1,13.7,météo correcte
2019-04-16,11,7,10,4,9,11,6.6,90,8,1021,75,11,9,5,266,296,263,0,1,9.8,météo défavorable
2019-04-17,18,11,16,5,16,17,0,77,9,1022,24.375,20,7,10,143,116,116,0,1,13.8,météo favorable
2019-04-18,19,12,22,4,18,18,0,61,10,1021,9,21,7,12,116,116,116,0,1,13.8,météo favorable
2019-04-19,21,14,11,7,20,18,0,59,10,1027,19,21,8,14,116,116,116,0,1,13.8,météo favorable
2019-04-20,19,14,6,7,19,17,1.9,65,9.625,1028,57.875,19,9,14,116,119,176,0,1,9.8,météo correcte
2019-04-21,17,13,6,8,16,15,1.4,72,8.25,1023,77.125,18,9,13,116,176,266,0,1,8.7,météo défavorable
2019-04-22,21,14,9,8,19,19,0,69,10,1014,20.875,23,9,14,116,116,116,0,1,13.9,météo favorable
2019-04-23,17,11,17,8,14,17,6,89,8.375,1001,66.25,20,10,10,116,296,200,0,1,9.9,météo défavorable
2019-04-24,14,11,41,11,14,11,1.9,85,9.375,1008,53.75,14,9,8,116,389,116,0,1,11,météo correcte
2019-04-25,15,11,50,10,15,11,24.5,94,9.375,1012,62.25,15,10,8,116,116,299,0,1,11.1,météo très défavorable
2019-04-26,13,9,17,4,12,10,61.2,81,7.25,1022,71.875,13,7,7,266,353,356,0,1,9.9,météo très défavorable
2019-04-27,13,8,18,6,11,10,4.8,91,8.625,1025,74.125,13,8,6,143,293,353,0,1,11.1,météo défavorable
2019-04-28,9,7,17,4,9,8,1.4,79,9.25,1027,75.625,9,4,4,176,353,353,0,1,8.8,météo défavorable
2019-04-29,11,5,19,3,9,9,3.1,91,6.75,1023,68.875,11,4,2,248,353,116,0,1,11.1,météo très défavorable
2019-04-30,14,9,21,3,13,13,0.5,79,6.875,1022,67.5,14,9,7,248,119,176,0,1,11.1,météo défavorable
2019-05-01,18,11,9,4,16,15,0,74,6.375,1018,32,18,6,10,248,113,116,0,1,13.4,météo favorable
2019-05-02,15,12,18,8,15,13,4.9,80,10,1015,56.125,15,9,11,353,353,353,0,1,11.1,météo correcte
2019-05-03,13,9,16,7,11,12,0.5,84,8,1015,71.25,13,6,7,143,176,176,0,1,10,météo défavorable
2019-05-04,13,9,23,5,11,11,3.1,82,8.25,1014,63.625,13,5,7,143,353,176,0,1,10,météo correcte
2019-05-05,8,3,33,-0,6,7,2.3,82,5.75,1019,73,8,1,-3,332,227,176,1.7,1,10,météo très défavorable
2019-05-06,12,6,21,0,10,10,0,66,9,1022,23.125,12,2,3,143,116,116,0,1,14.3,météo défavorable
2019-05-07,17,10,14,2,15,15,0.1,60,10,1022,41.375,18,5,9,116,122,116,0,1,13.4,météo correcte
2019-05-08,13,9,29,10,13,9,9.2,92,9.25,1014,89.25,13,10,8,296,296,296,0,1,9,météo défavorable
2019-05-09,14,11,18,8,13,13,0.8,74,9.875,1012,60.5,14,8,9,116,353,176,0,1,12.3,météo correcte
2019-05-10,19,14,11,8,18,16,1.3,77,9.25,1014,53.875,19,12,14,176,116,116,0,1,13.4,météo favorable
2019-05-11,14,11,21,11,14,11,7.6,82,9,1023,65.625,14,9,9,116,176,356,0,1,9.3,météo défavorable
2019-05-12,13,8,31,5,10,11,2.1,91,9.75,1028,69.75,13,6,4,119,353,176,0,1,9.3,météo défavorable
2019-05-13,16,10,32,5,14,13,0,61,10,1028,8.375,16,6,6,113,116,116,0,1,14.5,météo correcte
2019-05-14,17,11,28,6,15,13,0,55,10,1025,3.125,17,5,9,116,116,116,0,1,14.5,météo correcte
2019-05-15,15,9,26,5,13,12,0,60,10,1020,11.25,15,5,6,116,116,116,0,1,14.5,météo correcte
2019-05-16,16,11,11,4,15,15,0,61,10,1017,12.625,16,7,10,116,116,116,0,1,14.5,météo correcte
2019-05-17,12,9,10,7,12,9,7.6,90,7.875,1008,87.25,12,9,9,122,296,296,0,1,9.4,météo défavorable
2019-05-18,14,12,11,7,14,14,5.9,81,7,1007,90.125,14,11,13,248,176,353,0,1,9.4,météo défavorable
2019-05-19,11,9,17,7,11,9,6.1,92,3.125,1008,93.125,11,10,8,266,266,266,0,1,9.4,météo défavorable
2019-05-20,13,11,18,10,12,13,3.7,91,7.125,1012,88.875,13,10,10,143,266,353,0,1,9.4,météo défavorable
2019-05-21,15,12,18,10,14,15,2.1,89,9,1017,75.25,15,10,11,353,266,176,0,1,10.4,météo défavorable
2019-05-22,19,15,19,9,18,17,0.1,74,7.875,1019,45.375,19,10,14,248,116,116,0,1,13.5,météo favorable
2019-05-23,21,15,9,9,20,19,0,63,10,1020,11.375,23,9,15,116,116,116,0,1,14.5,météo favorable
2019-05-24,21,17,11,11,21,20,1.5,72,9.875,1016,45.125,24,12,17,116,116,176,0,1,12.5,météo favorable
2019-05-25,20,16,19,11,20,17,4.5,80,8.25,1017,79.125,20,13,16,248,176,176,0,1,9.5,météo défavorable
2019-05-26,20,15,19,9,18,18,1,72,8.75,1018,36.5,20,10,14,143,116,116,0,1,14.5,météo favorable
2019-05-27,17,14,19,11,17,16,0.7,85,8,1016,59.375,17,12,13,143,353,353,0,1,11.5,météo correcte
2019-05-28,16,14,24,11,16,14,4,76,7.625,1016,69.875,16,10,12,143,353,176,0,1,10.5,météo défavorable
2019-05-29,16,11,24,7,15,15,0.4,75,10,1023,59.5,16,8,9,176,176,176,0,1,10.7,météo correcte
2019-05-30,20,14,18,8,18,18,0,66,9,1026,26.375,20,11,14,143,116,116,0,1,14.5,météo favorable
2019-05-31,23,17,11,11,21,21,0,73,7.875,1027,29.25,25,13,17,248,116,116,0,1,13.6,météo favorable
2019-06-01,26,21,10,14,25,23,0.1,67,10,1024,16,26,15,21,116,116,116,0,1,14.5,météo favorable
2019-06-02,28,23,11,15,27,25,0.1,63,10,1021,15.5,28,16,23,116,116,116,0,1,14.5,météo favorable
2019-06-03,25,22,11,16,25,22,11.6,77,9.25,1018,44.875,26,18,22,116,116,356,0,1,11.7,météo correcte
2019-06-04,26,22,30,15,26,24,0,49,9,1016,6.5,26,11,22,116,116,116,0,1,14.5,météo favorable
2019-06-05,25,21,33,15,25,24,0.5,51,10,1011,14.875,27,9,21,116,116,116,0,1,14.5,météo favorable
2019-06-06,19,12,11,9,17,18,0.4,71,9.375,1016,36.625,19,9,12,263,116,116,0,1,13.6,météo favorable
2019-06-07,22,12,40,13,22,12,0.1,65,10,1021,23.375,23,7,10,116,116,176,0,1,13.6,météo favorable
2019-06-08,23,16,8,8,21,20,0,48,10,1026,10.625,24,7,16,116,116,116,0,1,14.5,météo favorable
2019-06-09,19,13,8,10,15,19,14.2,89,16.625,1024,52.75,19,16,13,116,302,353,0,1,11.7,météo défavorable
2019-06-10,16,11,14,14,16,11,30.6,95,8.5,1017,79.75,16,15,10,356,302,302,0,1,9.9,météo très défavorable
2019-06-11,11,6,7,8,11,11,15.4,94,9.875,1014,97,11,10,11,296,296,296,0,1,9.9,météo défavorable
2019-06-12,20,14,14,9,19,18,3,66,16.875,1015,37.75,20,7,13,176,116,116,0,1,14.5,météo favorable
2019-06-13,23,17,25,10,22,22,0,53,20,1017,12.625,24,9,17,116,116,116,0,1,14.5,météo favorable
2019-06-14,20,14,9,12,19,19,3.5,85,18,1015,78.375,21,15,15,176,263,176,0,1,10.8,météo défavorable
2019-06-15,19,15,10,14,18,16,11.5,95,16.375,1020,80.5,19,16,15,353,353,356,0,1,9.9,météo défavorable
2019-06-16,21,15,11,10,19,20,0,75,18.375,1023,24.125,23,14,15,143,116,113,0,1,14.5,météo favorable
2019-06-17,25,19,6,11,24,23,0,70,19.875,1020,4.625,26,16,18,143,113,116,0,1,14.5,météo idéale
2019-06-18,28,22,15,16,27,25,0,59,20,1017,13.75,28,14,22,116,116,116,0,1,14.5,météo favorable
2019-06-19,27,21,13,13,26,25,0.9,73,11.625,1014,28,28,15,21,116,176,116,0,1,13.6,météo favorable
2019-06-20,22,19,6,15,22,21,8.3,85,7.75,1016,70.75,25,17,19,356,386,176,0,1,10.8,météo défavorable
2019-06-21,20,17,9,13,19,18,8.4,91,7.75,1017,90.125,20,16,17,353,119,353,0,1,9.9,météo défavorable
2019-06-22,22,17,8,13,20,22,6.2,85,8.5,1017,65.5,24,17,16,353,176,116,0,1,11.7,météo défavorable
2019-06-23,26,21,11,15,24,24,0,73,9,1017,11.875,27,18,21,116,116,116,0,1,14.5,météo favorable
2019-06-24,30,24,12,18,28,28,0,61,10,1018,10.5,30,16,24,116,113,113,0,1,14.5,météo idéale
2019-06-25,32,25,13,16,31,30,0,53,10,1022,6.5,33,18,25,116,116,116,0,1,14.5,météo favorable
2019-06-26,34,26,9,19,32,31,0,57,10,1023,0.5,36,21,26,116,113,113,0,1,14.5,météo favorable
2019-06-27,35,28,8,22,33,34,0,54,10,1023,0,39,22,28,113,113,113,0,1,14.5,météo favorable
2019-06-28,34,28,12,21,33,32,0,65,10,1021,0,36,20,28,113,113,113,0,1,14.5,météo favorable
2019-06-29,33,28,9,20,32,31,0,56,10,1018,0.25,35,21,28,113,113,113,0,1,14.5,météo favorable
2019-06-30,32,28,13,22,32,29,1.3,73,10,1019,10.875,35,20,28,113,113,116,0,1,14.5,météo favorable
2019-07-01,31,26,9,21,30,29,14.2,74,9.25,1020,31.625,33,19,26,176,116,116,0,1,13.6,météo défavorable
2019-07-02,26,20,10,17,24,25,9.1,86,8.25,1020,61.375,28,19,20,248,176,200,0,1,11.7,météo correcte
2019-07-03,27,22,9,17,26,25,8.5,79,9.5,1018,59.125,29,20,22,353,116,176,0,1,11.7,météo correcte
2019-07-04,28,22,6,16,27,26,1.7,75,8.75,1019,43.125,29,20,22,143,116,386,0,1,13.6,météo favorable
2019-07-05,29,24,9,18,28,27,1.1,72,9.875,1019,29.75,31,21,24,116,116,176,0,1,13.6,météo favorable
2019-07-06,32,26,6,20,32,27,2.5,66,9.875,1017,23.5,32,19,26,116,116,116,0,1,14.5,météo favorable
2019-07-07,28,24,11,18,27,25,1.8,70,8.875,1015,40.25,28,18,24,143,116,116,0,1,13.5,météo favorable
2019-07-08,26,22,10,17,25,25,1.6,70,9.75,1016,44.625,27,19,22,116,116,176,0,1,13.5,météo favorable
2019-07-09,24,19,14,14,22,21,5.6,81,8.75,1015,54.875,25,15,19,353,176,116,0,1,11.5,météo favorable
2019-07-10,23,17,15,11,22,21,0,67,9,1017,11.25,25,12,17,143,113,116,0,1,14.5,météo favorable
2019-07-11,25,20,6,14,24,23,0,57,10,1017,35.25,26,14,20,122,116,116,0,1,14.5,météo favorable
2019-07-12,26,21,12,16,24,24,0,65,10,1016,30.25,26,15,21,116,116,116,0,1,14.5,météo favorable
2019-07-13,24,20,16,16,23,22,2.2,77,8.625,1017,50.625,25,15,20,176,176,116,0,1,11.5,météo favorable
2019-07-14,23,18,15,12,22,21,0.1,73,8.625,1017,46.75,25,13,18,248,116,116,0,1,13.5,météo favorable
2019-07-15,22,14,24,10,20,21,0.2,83,6.375,1016,69.375,25,12,14,248,122,116,0,1,11.5,météo défavorable
2019-07-16,25,19,9,12,23,23,0,72,8,1017,20.125,26,13,18,143,116,116,0,1,14.5,météo favorable
2019-07-17,26,21,7,15,26,24,0.5,64,9.75,1017,24.125,27,16,21,116,116,116,0,1,14.5,météo favorable
2019-07-18,26,20,13,14,25,23,0.2,59,10,1016,17.875,26,13,20,116,116,116,0,1,14.5,météo favorable
2019-07-19,28,21,8,15,26,26,0,66,10,1018,7.5,28,16,21,116,116,116,0,1,14.5,météo favorable
2019-07-20,28,24,12,18,28,24,6.9,75,8.75,1019,34.25,28,17,24,113,116,263,0,1,13.5,météo favorable
2019-07-21,29,22,6,18,27,27,7.9,81,9.375,1022,72.375,30,20,22,353,119,116,0,1,11.5,météo défavorable
2019-07-22,31,25,10,19,30,28,0.3,68,8.75,1024,25.375,32,19,25,143,116,116,0,1,14.5,météo favorable
2019-07-23,33,27,10,21,32,32,0,60,10,1022,6.75,35,19,27,116,116,116,0,1,14.5,météo favorable
2019-07-24,34,29,11,22,33,32,0,50,10,1018,5.5,35,18,29,116,116,116,0,1,14.5,météo favorable
2019-07-25,35,28,15,21,34,33,0.4,50,9.875,1017,27,35,17,28,176,116,116,0,1,13.5,météo favorable
2019-07-26,33,27,12,20,33,30,3.5,68,9.75,1015,21.375,33,16,27,113,116,116,0,1,13.5,météo favorable
2019-07-27,23,17,12,18,23,17,40,96,7.625,1009,83.75,25,18,17,353,353,356,0,1,9.4,météo très défavorable
2019-07-28,21,14,18,14,18,19,31.2,89,7.875,1012,58.5,21,15,13,302,263,116,0,1,12.4,météo très défavorable
2019-07-29,25,17,9,11,22,24,0,66,10,1013,6.125,26,15,17,116,116,116,0,1,14.5,météo favorable
2019-07-30,23,20,9,15,21,21,0.2,69,10,1018,26.75,24,15,20,116,116,116,0,1,14.5,météo favorable
2019-07-31,22,16,10,12,20,21,0,75,10,1021,28.5,24,12,16,116,116,116,0,1,14.5,météo favorable
