#### EXPORT DONNEES METEO POUR "SAINT-CHAMOND" (LAT/LON: 45.47365/4.52541)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2020-01-30,9,5,9,1,8,9,2,92,9.75,1022,60.125,9,8,4,116,122,296,0,1,3.5,météo très défavorable
2020-01-31,15,9,7,8,13,12,1.2,89,9.875,1019,73,15,10,8,176,176,176,0,1,3.5,météo défavorable
2020-02-01,13,9,14,6,12,11,0.1,80,10,1023,39.875,13,9,7,116,122,176,0,1,3.5,météo correcte
2020-02-02,13,10,11,9,12,12,0.5,89,9,1025,71.75,13,11,9,116,176,266,0,1,3.6,météo défavorable
2020-02-03,17,12,8,10,15,15,0,81,10,1027,31,17,9,11,119,119,116,0,1,8.7,météo correcte
2020-02-04,10,4,27,7,5,4,1.8,84,8.75,1029,71.75,10,5,-1,266,353,353,0,1,3.6,météo très défavorable
2020-02-05,6,4,14,3,5,5,1.6,89,8.75,1033,78.25,7,2,1,362,176,116,0.7,1,5.4,météo très défavorable
2020-02-06,7,0,8,-4,5,6,0,77,8.625,1031,39.625,8,0,-1,116,122,116,0,1,7,météo très défavorable
2020-02-07,12,3,6,-1,10,11,0,82,10,1028,8.875,13,5,3,113,113,116,0,1,8.7,météo très défavorable
2020-02-08,11,5,11,0,10,9,0,76,10,1027,15,11,4,3,116,116,116,0,1,8.7,météo très défavorable
2020-02-09,12,6,15,2,11,9,0,78,10,1028,23.125,12,5,4,116,116,116,0,1,8.7,météo défavorable
2020-02-10,13,11,21,11,12,11,0.1,77,10,1023,47,13,7,8,116,176,116,0,1,8.4,météo correcte
2020-02-11,10,6,20,8,9,6,1.8,87,9.75,1025,88,10,6,4,176,296,176,0,1,5.3,météo défavorable
2020-02-12,8,3,5,1,7,5,0.4,79,10,1027,60.625,8,1,3,176,119,176,0,1,8.4,météo très défavorable
2020-02-13,10,6,14,0,10,9,0.3,81,10,1023,66.125,10,6,4,122,122,353,0,1,6.9,météo défavorable
2020-02-14,10,7,10,5,9,7,0.3,81,10,1027,62.125,10,4,6,176,176,119,0,1,6.9,météo défavorable
2020-02-15,15,6,9,0,13,12,0,70,10,1027,16.25,15,3,6,122,113,113,0,1,10.6,météo correcte
2020-02-16,13,8,13,5,13,10,0,82,10,1026,27.375,13,7,7,116,116,116,0,1,10.7,météo correcte
2020-02-17,12,8,10,9,12,8,2,88,9.125,1029,68.5,12,8,6,116,119,296,0,1,5.3,météo défavorable
2020-02-18,8,4,12,1,7,5,0.1,83,10,1033,34.125,8,2,2,116,116,176,0,1,10,météo très défavorable
2020-02-19,8,5,14,3,7,6,3,89,8.75,1031,92,8,4,2,122,266,353,0,1,5.4,météo très défavorable
2020-02-20,15,6,7,3,12,13,2.3,82,8.75,1028,36.75,15,4,6,143,119,116,0,1,10,météo correcte
2020-02-21,9,5,10,4,8,8,0.1,81,10,1031,44.625,9,2,4,116,116,116,0,1,10.8,météo très défavorable
2020-02-22,16,6,4,0,14,14,0,62,10,1034,6.5,16,4,6,116,116,113,0,1,10.8,météo correcte
2020-02-23,18,10,5,6,16,17,0,60,10,1034,3.875,19,6,10,116,116,113,0,1,10.9,météo favorable
2020-02-24,19,9,6,6,15,17,0,79,10,1032,10.25,19,8,9,119,116,113,0,1,10.9,météo favorable
2020-02-25,10,7,18,6,10,7,0.7,81,9.875,1019,71.125,11,5,5,119,122,176,0,1,5.5,météo défavorable
2020-02-26,4,1,31,2,3,1,2.9,77,8,1019,75.625,4,2,-4,317,338,182,0.9,1,5.5,météo très défavorable
2020-02-27,8,2,19,0,6,7,1.5,89,8.375,1021,87.625,8,6,-1,119,317,266,0.1,1,5.5,météo très défavorable
2020-02-28,10,2,7,-3,9,7,0,76,8,1023,48.75,10,0,2,143,116,116,0,1,11,météo très défavorable
2020-02-29,11,9,30,5,11,9,1.3,85,9.875,1016,56.125,11,6,6,116,116,296,0,1,8.6,météo défavorable
2020-03-01,10,7,18,4,10,7,0.9,83,9.875,1010,58.75,10,5,4,116,116,293,0,2,8.6,météo défavorable
2020-03-02,8,5,29,4,8,5,4.4,91,8.5,1006,90.75,8,6,1,176,302,296,0,3,5.6,météo très défavorable
2020-03-03,7,3,8,-1,6,5,0.8,77,9.125,1011,78.375,7,1,2,371,116,176,0.3,1,7.1,météo très défavorable
2020-03-04,8,3,6,-1,7,6,1.1,87,8.5,1018,78.25,8,2,2,371,119,119,0.3,1,5.6,météo très défavorable
2020-03-05,9,7,23,7,9,7,5.2,89,8.875,1013,86.875,9,7,4,296,263,302,0,3,5.6,météo défavorable
2020-03-06,7,5,9,2,7,5,3.5,91,9.75,1011,82.875,7,4,2,317,116,353,0,2,7.1,météo très défavorable
2020-03-07,6,3,18,-0,5,4,1.5,90,9,1025,81.875,6,2,-0,311,176,353,0.2,1,5.6,météo très défavorable
2020-03-08,13,5,8,-1,11,12,0,75,9,1026,35.875,14,5,5,119,116,116,0,3,11.3,météo correcte
2020-03-09,8,4,24,3,6,7,3.2,91,8.125,1024,74.125,9,4,1,176,266,176,0,3,5.7,météo très défavorable
2020-03-10,8,5,4,4,6,7,2.5,94,7.75,1025,75.25,8,7,5,119,296,293,0,2,5.7,météo très défavorable
2020-03-11,17,11,7,7,15,16,0,82,9.625,1024,52.625,18,11,11,122,119,116,0,3,8.7,météo correcte
2020-03-12,18,13,5,9,16,15,1.5,76,9.875,1022,42.25,18,11,12,116,116,122,0,4,8.7,météo favorable
2020-03-13,10,6,11,6,9,8,4,79,9.625,1024,60.125,10,9,4,176,116,116,0,2,11.6,météo défavorable
2020-03-14,11,5,12,-1,10,9,0,73,10,1022,19.875,11,2,3,116,116,116,0,3,11.6,météo très défavorable
2020-03-15,14,6,15,-0,13,11,0,74,10,1022,14.375,14,6,5,116,116,116,0,3,11.6,météo correcte
2020-03-16,15,9,14,3,14,12,0,60,10,1025,20.875,15,4,8,116,116,116,0,4,11.6,météo correcte
2020-03-17,16,10,9,3,15,13,0,64,10,1030,14,16,6,10,116,116,116,0,4,11.6,météo correcte
2020-03-18,18,10,8,4,16,15,0,76,10,1030,9.375,18,9,10,116,116,116,0,4,11.6,météo favorable
2020-03-19,18,12,10,6,17,17,0.7,76,9.875,1026,32.625,20,10,12,116,116,176,0,4,10.2,météo favorable
2020-03-20,18,12,9,5,17,15,0,64,10,1022,12.5,18,6,11,116,116,116,0,4,11.6,météo favorable
2020-03-21,16,11,10,6,15,12,0.1,75,9.125,1019,29.875,16,8,11,116,116,116,0,4,10.2,météo correcte
2020-03-22,13,8,9,7,11,10,0.4,90,6.5,1018,90.375,13,8,8,143,122,176,0,3,6.1,météo défavorable
2020-03-23,13,8,10,3,12,12,0,78,8,1022,25.875,14,7,7,143,116,116,0,2,11.6,météo correcte
2020-03-24,10,5,10,0,9,7,0,68,9,1024,7.25,10,2,5,116,113,116,0,3,11.6,météo très défavorable
2020-03-25,9,4,10,-2,8,7,0.8,68,9.875,1023,50.375,9,1,4,116,116,176,0,3,9,météo très défavorable
2020-03-26,8,3,10,-0,7,6,3,80,9.25,1015,59,8,1,3,116,317,176,0.8,3,6.4,météo très défavorable
2020-03-27,11,3,7,-3,9,10,0,71,10,1017,27.125,12,1,2,116,116,116,0,3,11.6,météo très défavorable
2020-03-28,14,7,12,1,13,12,0.2,78,9.875,1019,45.5,14,6,6,116,116,176,0,3,9,météo correcte
2020-03-29,7,3,12,7,6,3,1.7,95,6,1019,96.5,7,7,-0,248,122,317,0.3,2,6.4,météo très défavorable
2020-03-30,6,2,10,1,4,4,3,91,6.25,1018,92,6,2,-1,338,332,122,2.5,1,6.4,météo très défavorable
2020-03-31,10,2,11,-5,8,8,0,65,10,1020,7.5,10,0,-0,116,116,116,0,2,11.6,météo très défavorable
2020-04-01,13,7,10,-2,12,11,0,78,10,1021,4.375,13,4,7,113,113,116,0,3,11.6,météo correcte
2020-04-02,13,6,8,-1,12,11,0.2,77,9,1017,29.75,14,2,5,116,116,116,0,3,11.6,météo correcte
2020-04-03,11,4,13,-2,9,9,0.1,75,7,1019,46.625,11,2,1,143,116,116,0,2,11.6,météo très défavorable
2020-04-04,16,8,14,-1,14,16,0,73,9,1022,6.375,18,5,7,143,113,116,0,4,11.6,météo correcte
2020-04-05,17,11,19,3,16,15,0,53,10,1023,0.25,17,4,9,113,113,113,0,4,11.6,météo correcte
2020-04-06,18,11,18,4,17,16,0,52,10,1027,2,18,3,11,113,113,116,0,4,11.6,météo favorable
2020-04-07,19,13,14,5,18,17,0,57,10,1029,4.5,20,7,13,116,116,116,0,4,11.6,météo favorable
2020-04-08,20,14,13,6,19,18,0,45,10,1028,3.5,20,3,13,116,116,113,0,5,11.6,météo favorable
2020-04-09,20,13,9,6,19,17,0,61,10,1026,11.75,20,7,13,116,116,116,0,5,11.6,météo favorable
2020-04-10,20,16,11,7,20,18,0.2,63,10,1024,26.75,20,9,15,116,116,176,0,5,10.3,météo favorable
2020-04-11,21,15,10,7,20,18,0,56,10,1023,2.875,21,7,15,116,116,116,0,5,11.6,météo favorable
2020-04-12,19,15,19,7,19,16,0,51,10,1023,36.25,19,4,14,116,116,122,0,5,9.1,météo favorable
2020-04-13,17,11,12,5,16,14,0,54,10,1017,46.25,17,4,11,116,116,116,0,4,10.4,météo correcte
2020-04-14,15,9,15,6,13,13,0,72,9,1018,24.375,15,6,7,143,113,116,0,4,11.6,météo correcte
2020-04-15,20,12,16,3,18,17,0,59,10,1020,2.25,20,8,12,113,113,116,0,4,11.6,météo favorable
2020-04-16,20,14,12,5,19,18,0,57,10,1022,19.625,21,7,13,116,116,116,0,5,11.6,météo favorable
2020-04-17,20,14,9,6,20,19,0,65,10,1019,26.5,21,8,14,116,116,116,0,5,11.6,météo favorable
2020-04-18,20,15,8,10,20,16,5.8,79,9.625,1018,49.625,20,13,15,116,116,356,0,5,9.3,météo favorable
2020-04-19,15,13,5,10,15,13,16,95,7.875,1016,80.5,15,14,13,143,353,302,0,3,6.9,météo très défavorable
2020-04-20,17,13,5,11,17,13,17.6,97,8.25,1009,82.75,17,14,13,119,116,356,0,3,8.1,météo très défavorable
2020-04-21,19,15,8,11,18,16,5.8,87,9.5,1008,77.25,19,14,15,116,122,353,0,4,7,météo défavorable
2020-04-22,18,13,7,10,17,15,19.4,90,7.75,1015,69,18,14,13,143,119,356,0,4,7,météo très défavorable
2020-04-23,19,14,6,10,18,17,3.4,87,8.75,1018,69.875,19,13,14,143,176,176,0,5,7,météo défavorable
2020-04-24,21,16,6,9,20,20,1.7,80,8.75,1018,47.875,24,13,16,143,176,116,0,4,10.5,météo favorable
2020-04-25,21,16,5,10,20,19,18.6,81,8.5,1013,79.625,22,14,16,176,176,356,0,4,7,météo très défavorable
2020-04-26,19,14,8,10,17,17,14.5,82,8.75,1010,78.875,20,14,14,119,176,353,0,4,7,météo défavorable
2020-04-27,18,15,11,9,18,16,12.6,83,8.75,1012,67.375,18,14,15,116,176,356,0,4,7,météo défavorable
2020-04-28,14,12,13,11,12,12,10.8,92,8.125,1012,85.25,14,11,11,266,353,176,0,3,7.1,météo défavorable
2020-04-29,17,11,10,8,15,14,0.3,72,10,1014,48.875,17,9,10,116,116,176,0,3,10.5,météo correcte
2020-04-30,15,12,24,11,15,12,1.1,80,9,1013,71.125,15,9,11,266,176,353,0,3,8.2,météo défavorable
2020-05-01,14,7,17,7,11,14,8.2,94,8.5,1014,79.375,14,12,6,266,296,293,0,4,7.1,météo défavorable
2020-05-02,15,10,5,10,15,12,6.2,96,8.75,1016,81.75,15,13,9,176,266,353,0,3,7.1,météo défavorable
2020-05-03,18,9,6,9,17,16,8.9,95,6.375,1019,80.5,18,14,9,266,263,176,0,3,8.2,météo défavorable
2020-05-04,23,11,14,11,21,21,0.1,91,8,1019,21.125,25,16,11,143,116,116,0,4,11.6,météo favorable
2020-05-05,21,13,8,13,21,19,6.8,86,9.125,1017,60.25,21,15,13,176,116,356,0,4,9.4,météo correcte
2020-05-06,17,10,14,10,16,16,1.2,96,6,1020,73.125,17,13,10,248,176,176,0,4,7.2,météo défavorable
2020-05-07,20,8,10,8,20,17,0.1,93,7.375,1022,27.75,20,13,7,143,113,116,0,4,11.6,météo favorable
2020-05-08,23,12,14,12,23,20,0,72,10,1021,28.875,25,12,12,122,116,116,0,5,11.6,météo favorable
2020-05-09,23,12,11,12,23,20,0.2,74,10,1016,20.75,25,10,11,116,116,116,0,6,11.6,météo favorable
2020-05-10,20,10,16,10,20,16,3.1,93,9.75,1010,58.75,20,13,10,176,116,353,0,4,11.4,météo correcte
2020-05-11,18,12,10,12,18,15,9.5,98,9,1008,75.625,18,13,12,296,176,356,0,4,11.4,météo défavorable
2020-05-12,12,4,8,4,9,12,4.5,97,7.125,1013,75.125,12,8,2,248,119,116,0,2,13.5,météo très défavorable
2020-05-13,10,3,6,6,10,7,41.1,99,7.875,1011,87.375,10,10,3,122,353,308,0,3,9.3,météo très défavorable
2020-05-14,15,10,9,10,14,14,0.7,99,5.625,1009,89.25,15,12,10,248,122,176,0,3,9.3,météo défavorable
2020-05-15,13,8,10,8,11,12,0.2,91,9.625,1017,97.75,13,9,6,122,122,122,0,3,9.3,météo défavorable
2020-05-16,13,9,6,10,12,12,7.6,99,5.375,1020,99.125,13,12,9,248,302,353,0,3,9.4,météo défavorable
2020-05-17,20,9,10,9,18,17,2.8,96,5.875,1022,79.25,20,14,8,248,119,176,0,4,10.4,météo défavorable
2020-05-18,20,7,14,7,18,18,3.6,95,7.75,1024,54.875,20,13,6,248,116,116,0,4,14.5,météo favorable
2020-05-19,21,9,23,9,19,19,0.1,97,6.125,1021,50.75,25,13,7,248,116,116,0,4,14.5,météo favorable
2020-05-20,23,10,19,10,22,20,0,96,7,1018,29.625,25,14,8,248,116,116,0,5,14.5,météo favorable
2020-05-21,24,12,10,12,23,22,0.1,95,7.25,1021,40,25,16,11,248,116,116,0,5,14.5,météo favorable
2020-05-22,27,14,8,14,27,23,1,88,9.625,1024,55.5,27,18,14,116,116,176,0,5,12.5,météo correcte
2020-05-23,17,9,10,17,14,12,11,97,6.25,1031,83.75,17,16,9,176,302,266,0,3,9.5,météo défavorable
2020-05-24,18,7,17,7,17,16,0.1,95,6.5,1032,26.125,18,11,6,143,176,116,0,3,13.5,météo favorable
2020-05-25,20,7,15,7,18,18,0,95,7.25,1031,26.625,20,12,6,248,113,116,0,5,14.5,météo favorable
2020-05-26,20,8,15,8,19,17,0,96,6.125,1029,35,20,11,7,248,116,116,0,4,14.5,météo favorable
2020-05-27,21,9,8,9,20,19,0,94,7.875,1029,23.875,23,12,8,248,116,116,0,5,15.2,météo favorable
2020-05-28,22,11,14,11,21,20,0,91,9,1030,6.875,24,12,11,143,116,116,0,5,15.6,météo favorable
2020-05-29,20,10,12,10,19,18,0,94,7.625,1022,25.125,20,10,9,143,113,116,0,5,15.6,météo favorable
2020-05-30,21,10,7,10,20,19,0.5,86,9.875,1019,36.25,21,12,10,116,116,176,0,5,14.6,météo favorable
2020-05-31,21,11,10,11,20,19,0.9,89,9.75,1016,39.625,23,13,11,116,116,176,0,5,15.5,météo favorable
2020-06-01,23,13,17,13,23,22,2.7,90,9.625,1018,58.375,25,15,13,176,116,176,0,6,13.6,météo correcte
2020-06-02,24,12,6,12,23,21,3.2,92,9.375,1018,77.375,25,16,12,176,176,176,0,5,11.8,météo défavorable
2020-06-03,22,14,13,14,22,19,8.8,90,9.25,1013,59.5,25,17,14,176,176,356,0,4,13.6,météo correcte
2020-06-04,19,12,11,13,19,16,4.4,94,9.875,1004,64.375,19,12,11,353,176,386,0,4,13.7,météo correcte
2020-06-05,15,11,11,11,14,15,1.5,94,9,1009,73.25,15,11,11,143,353,122,0,3,12.7,météo défavorable
2020-06-06,20,13,17,13,19,18,5.5,93,10,1009,66,20,15,13,119,176,353,0,4,12.7,météo défavorable
2020-06-07,16,10,8,10,14,16,7.6,94,8,1011,68.25,16,10,9,296,266,176,0,3,13.7,météo défavorable
2020-06-08,16,7,16,7,16,14,3.5,93,8.625,1013,53.375,16,11,5,143,353,176,0,4,14.6,météo correcte
2020-06-09,13,8,17,8,13,10,1.3,97,5.75,1015,90.875,13,10,6,248,176,353,0,3,11.8,météo défavorable
2020-06-10,15,9,14,9,13,15,2.2,97,6.5,1016,86.5,17,11,8,266,266,353,0,3,12.8,météo défavorable
2020-06-11,18,9,11,9,18,17,1.5,94,7.875,1013,56,18,12,8,143,176,353,0,4,15.5,météo correcte
2020-06-12,20,13,38,13,18,18,1,84,8.625,1008,68.75,20,13,10,263,263,200,0,5,12.8,météo défavorable
2020-06-13,20,13,9,13,20,18,9.2,90,9,1015,50.25,20,15,13,116,176,356,0,4,12.8,météo correcte
2020-06-14,20,11,14,11,19,19,0.1,91,9,1018,45.5,20,13,11,119,116,116,0,4,15.8,météo favorable
2020-06-15,20,10,14,10,19,20,0.2,91,8,1020,42.125,20,13,10,143,176,176,0,4,15.8,météo favorable
2020-06-16,21,11,9,11,19,18,1.2,90,7.875,1020,59,21,14,10,143,353,176,0,5,13.7,météo correcte
2020-06-17,20,10,6,10,19,19,3.6,93,8.625,1016,61.75,20,14,10,143,353,176,0,4,14.6,météo correcte
2020-06-18,19,10,7,10,19,18,8.5,91,9.25,1016,53.625,19,14,9,116,116,356,0,4,13.7,météo correcte
2020-06-19,20,10,9,10,19,18,0.5,92,8.875,1020,47.25,20,12,10,143,353,176,0,4,15.6,météo correcte
2020-06-20,21,11,10,11,20,21,0.3,90,8.875,1022,38.375,23,14,10,143,116,176,0,5,15.6,météo favorable
2020-06-21,22,12,17,12,21,21,0,91,8,1023,18.125,25,14,11,143,116,116,0,5,15.8,météo favorable
2020-06-22,22,15,14,15,20,21,1.2,95,7.5,1024,80,23,15,15,248,353,176,0,5,12.8,météo défavorable
2020-06-23,25,12,9,12,24,24,0,92,7.875,1023,23.625,26,18,11,248,116,116,0,6,15.8,météo favorable
2020-06-24,29,17,14,17,28,27,0,80,10,1020,6.5,30,18,17,116,116,116,0,7,15.8,météo favorable
2020-06-25,29,18,13,18,28,26,0,72,10,1018,5.375,29,17,18,116,116,116,0,7,15.8,météo favorable
2020-06-26,29,18,9,18,27,27,3.1,86,10,1016,38.875,29,18,18,386,386,176,0,7,15.8,météo correcte
2020-06-27,27,17,8,17,27,22,0.3,81,9.875,1017,39,28,18,17,176,116,116,0,6,15.8,météo favorable
2020-06-28,26,18,7,18,26,23,8.5,91,9.125,1019,68.625,27,19,18,119,176,356,0,5,11.8,météo défavorable
2020-06-29,25,17,11,17,24,24,0.2,92,7.875,1018,32.375,25,15,17,143,176,116,0,5,15.8,météo favorable
2020-06-30,26,13,6,13,24,24,0,86,9,1018,11.375,27,17,13,143,116,116,0,6,15.8,météo favorable
2020-07-01,29,18,3,18,29,26,10.7,77,9.25,1014,36.125,30,20,18,116,116,386,0,7,14.6,météo correcte
2020-07-02,22,17,12,17,22,20,8.7,92,8.75,1018,65.5,25,17,18,143,353,176,0,5,14.6,météo défavorable
2020-07-03,19,12,18,12,19,19,0.8,90,8.875,1021,56.5,19,12,12,176,176,176,0,5,14.6,météo correcte
2020-07-04,23,11,12,11,21,22,0,91,8,1022,29.25,25,13,10,143,116,116,0,5,15.8,météo favorable
2020-07-05,27,16,11,16,25,25,0,80,10,1023,34.625,28,17,16,119,122,116,0,6,15.3,météo correcte
2020-07-06,22,18,20,18,21,19,0.7,93,7.75,1021,44.375,24,17,18,248,176,113,0,6,12.5,météo favorable
2020-07-07,22,9,15,9,21,21,0,92,7.875,1021,23.25,24,12,7,248,113,116,0,5,14.5,météo favorable
2020-07-08,26,13,8,13,24,26,0,86,10,1019,8.625,28,17,13,116,116,116,0,6,14.5,météo favorable
2020-07-09,30,17,8,17,29,29,0,77,10,1019,4.75,31,18,17,116,116,116,0,7,14.5,météo favorable
2020-07-10,28,19,9,19,28,22,22.1,70,8.75,1018,41.25,29,20,19,116,116,356,0,7,11.5,météo très défavorable
2020-07-11,22,14,17,14,21,20,1.4,96,9,1021,54.875,25,14,14,143,353,116,0,4,13.5,météo correcte
2020-07-12,24,10,12,10,22,22,0,89,9,1022,6.25,25,12,9,143,113,116,0,5,14.5,météo favorable
2020-07-13,26,13,13,13,24,23,0.1,82,10,1021,18.25,26,13,13,116,116,116,0,6,13.5,météo favorable
2020-07-14,24,13,13,13,23,23,0,86,10,1019,29.75,25,12,13,119,116,116,0,6,14.5,météo favorable
2020-07-15,19,14,8,14,19,16,7.1,90,9.625,1019,65.5,19,15,14,176,356,353,0,5,9.5,météo défavorable
2020-07-16,20,11,16,11,20,18,0.2,92,8,1020,79.625,20,13,10,143,119,176,0,5,10.5,météo défavorable
2020-07-17,21,15,18,15,19,20,0.7,92,10,1020,86.5,23,14,14,122,353,353,0,4,10.5,météo défavorable
2020-07-18,24,12,16,12,23,22,0.1,95,7.5,1019,45.75,25,13,11,248,116,116,0,5,14.5,météo favorable
2020-07-19,27,14,8,14,25,25,0,85,10,1018,7.125,27,14,14,116,116,116,0,6,14.5,météo favorable
2020-07-20,31,18,5,18,30,29,0,63,10,1018,8.375,31,15,18,116,116,116,0,7,14.5,météo favorable
2020-07-21,29,17,7,17,28,27,9.1,90,9.125,1020,61.25,31,20,18,176,116,386,0,7,11.5,météo correcte
2020-07-22,28,17,5,17,25,26,11.5,94,9.125,1020,71,29,20,17,386,353,176,0,5,10.4,météo défavorable
2020-07-23,27,16,5,16,25,24,11.5,94,6.875,1019,58.625,28,19,16,143,116,176,0,5,12.5,météo correcte
2020-07-24,25,15,11,15,24,23,4.2,91,9.875,1016,61.875,26,15,15,353,116,176,0,5,13.5,météo correcte
2020-07-25,27,15,8,15,26,24,0,74,10,1016,15.5,27,14,15,116,116,116,0,5,14.5,météo favorable
2020-07-26,27,18,8,18,25,24,0,70,10,1018,26.25,27,15,18,116,116,116,0,6,14.5,météo favorable
2020-07-27,34,17,5,17,32,33,0,80,10,1019,4.75,35,15,17,116,116,116,0,7,14.5,météo favorable
2020-07-28,28,20,6,20,27,26,9.6,77,9.5,1018,69.875,30,22,20,176,176,353,0,7,9.3,météo défavorable
2020-07-29,28,16,10,16,26,26,0.6,90,9,1019,48.625,28,18,16,143,116,116,0,5,12.4,météo favorable
2020-07-30,31,17,12,17,29,29,3.5,77,9.5,1019,74.125,33,18,17,176,176,116,0,6,11.4,météo défavorable
2020-07-31,35,20,11,20,33,34,3.1,72,9.875,1018,51.5,36,17,20,176,176,116,0,7,12.4,météo favorable
2020-08-01,32,20,9,20,30,31,3.3,79,10,1017,38.875,33,18,20,176,116,116,0,7,13.5,météo favorable
