#### EXPORT DONNEES METEO POUR "SAINT-CHAMOND" (LAT/LON: 45.47365/4.52541)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2018-05-03,12,10,26,7,11,10,0.2,79,10,1014,76.25,13,7,7,119,122,122,0,1,10,météo défavorable
2018-05-04,15,10,17,9,14,14,0.4,90,10,1015,87.875,15,12,8,122,122,116,0,1,10,météo défavorable
2018-05-05,20,14,10,12,17,17,1.1,87,8.875,1019,71,20,13,14,143,119,116,0,1,11.2,météo défavorable
2018-05-06,23,18,12,13,23,19,5.1,77,8.625,1019,23.125,25,15,18,116,113,113,0,1,14.3,météo favorable
2018-05-07,22,17,8,15,22,17,5.6,83,8.375,1017,19,25,16,18,200,113,113,0,1,14.3,météo favorable
2018-05-08,21,15,10,13,21,15,7.4,87,9.25,1013,27.25,24,14,15,113,113,116,0,1,14.4,météo favorable
2018-05-09,19,14,20,12,19,14,0,87,6.875,1009,28.625,19,13,14,116,200,116,0,1,14.4,météo correcte
2018-05-10,15,9,18,11,14,11,1.2,93,6.875,1020,61.75,15,11,8,143,116,116,0,1,12.4,météo correcte
2018-05-11,21,14,10,8,18,17,0,77,8,1020,24.25,21,13,14,116,113,113,0,1,14.5,météo favorable
2018-05-12,20,15,22,12,20,15,9,79,9.25,1017,31,20,12,15,113,113,200,0,1,14.5,météo correcte
2018-05-13,6,4,24,5,5,4,13.6,94,7,1016,98.375,6,5,-0,143,122,122,0,1,9.3,météo très défavorable
2018-05-14,9,6,12,5,7,8,4.3,95,5.625,1015,100,9,7,4,143,122,122,0,1,9.3,météo défavorable
2018-05-15,14,12,22,9,14,12,4.8,94,5.125,1016,86.875,14,11,10,248,122,119,0,1,9.3,météo défavorable
2018-05-16,16,13,15,10,15,13,0.9,87,7.875,1017,55.75,16,12,12,122,116,113,0,1,12.4,météo correcte
2018-05-17,16,12,20,10,15,13,0.2,86,5.5,1019,67.25,16,11,11,143,116,116,0,1,12.4,météo défavorable
2018-05-18,19,13,13,11,17,15,0.7,85,7.75,1019,51.75,19,12,12,122,113,113,0,1,12.5,météo favorable
2018-05-19,19,16,13,11,19,16,0,71,8,1018,22,19,10,16,113,113,113,0,1,14.5,météo favorable
2018-05-20,19,16,11,11,19,16,0,71,8,1018,37.25,19,11,16,116,116,113,0,1,14.5,météo favorable
2018-05-21,20,16,7,13,20,16,4.1,82,9.75,1016,44.625,21,13,16,116,113,113,0,1,14.5,météo favorable
2018-05-22,19,16,9,12,19,16,2.2,85,9.5,1016,48.25,20,14,16,116,200,200,0,1,13.5,météo correcte
2018-05-23,19,15,7,12,17,15,0.4,81,10,1019,51,19,13,16,116,122,113,0,1,12.5,météo correcte
2018-05-24,22,18,14,13,22,18,0.2,76,9.875,1020,19.375,24,14,18,113,113,113,0,1,14.5,météo favorable
2018-05-25,24,20,13,15,24,20,0,76,10,1018,13.25,25,15,20,113,113,113,0,1,14.5,météo idéale
2018-05-26,25,16,18,15,23,21,0.9,72,9.625,1018,69.5,26,15,16,119,113,200,0,1,11.5,météo défavorable
2018-05-27,24,18,12,16,23,18,0.9,83,9.875,1018,55.875,26,16,19,122,200,113,0,1,12.5,météo correcte
2018-05-28,20,16,15,15,19,16,0,83,7.875,1018,37,20,14,16,116,116,116,0,1,14.5,météo favorable
2018-05-29,21,18,17,14,18,18,1.4,80,7.625,1017,46.625,21,15,18,116,119,113,0,1,13.6,météo correcte
2018-05-30,19,15,11,14,19,15,1.6,92,8.5,1016,58.625,19,15,15,116,200,200,0,1,12.6,météo correcte
2018-05-31,21,17,12,14,19,17,5.2,83,8.5,1020,27.125,21,14,17,116,113,113,0,1,14.5,météo favorable
2018-06-01,20,18,7,14,19,18,3.5,79,7.5,1021,31.375,20,15,18,113,200,113,0,1,14.5,météo correcte
2018-06-02,22,19,9,14,21,19,0.2,72,7.875,1021,12.75,25,15,19,113,113,113,0,1,14.5,météo favorable
2018-06-03,22,17,15,16,22,17,0.9,85,9.75,1018,48.5,25,15,17,116,116,122,0,1,13.6,météo favorable
2018-06-04,21,18,6,15,21,18,1,89,9.875,1014,49.375,24,16,18,116,200,116,0,1,13.6,météo correcte
2018-06-05,22,18,9,15,21,18,0.2,84,10,1012,43.5,25,16,18,116,116,113,0,1,14.5,météo favorable
2018-06-06,21,18,16,15,21,18,2.4,85,7.875,1016,36.75,21,16,19,122,116,113,0,1,13.6,météo favorable
2018-06-07,21,18,4,14,21,18,5.8,91,9.625,1017,50.5,25,16,18,200,116,122,0,1,13.6,météo favorable
2018-06-08,22,18,9,15,20,19,2.5,87,7.875,1015,43.25,25,17,18,119,116,113,0,1,13.6,météo favorable
2018-06-09,24,21,8,16,23,21,1.6,71,8.875,1015,18.25,26,17,21,113,116,113,0,1,14.5,météo favorable
2018-06-10,25,22,15,16,23,22,0,66,10,1014,19.375,26,15,22,113,113,113,0,1,14.5,météo idéale
2018-06-11,21,16,14,16,21,16,7,95,8.75,1012,55,21,16,16,119,116,143,0,1,12.6,météo correcte
2018-06-12,19,15,9,13,19,15,4.3,92,8.5,1012,68.125,20,15,15,122,116,122,0,1,11.7,météo défavorable
2018-06-13,16,12,26,12,14,14,0.7,94,9,1016,89.625,16,13,10,122,122,119,0,1,9.9,météo défavorable
2018-06-14,19,15,19,11,18,16,0,71,9,1017,37.75,19,11,15,116,113,116,0,1,14.5,météo favorable
2018-06-15,21,17,16,14,20,18,0,78,7,1017,44.5,21,14,17,116,116,113,0,1,14.5,météo favorable
2018-06-16,22,18,13,15,22,18,0.5,84,7.375,1018,63.125,25,16,18,119,116,113,0,1,12.6,météo correcte
2018-06-17,19,17,18,15,19,17,0,73,7.75,1023,57.5,19,14,17,116,119,113,0,1,12.7,météo correcte
2018-06-18,20,17,17,14,19,18,0,75,9,1024,45.25,20,13,17,116,119,116,0,1,13.6,météo correcte
2018-06-19,24,20,14,15,23,21,0,71,8,1024,18.375,26,16,20,119,113,113,0,1,13.6,météo idéale
2018-06-20,27,22,9,18,26,24,0.1,70,7.75,1022,33.5,28,18,24,119,113,113,0,1,13.6,météo favorable
2018-06-21,27,23,12,20,27,23,1,69,9.875,1020,25.5,28,17,23,113,116,113,0,1,14.5,météo favorable
2018-06-22,18,14,27,10,17,15,0,62,10,1024,26,18,13,13,113,113,113,0,1,14.5,météo favorable
2018-06-23,20,16,18,10,19,17,0,62,9,1024,31.875,20,10,16,113,113,122,0,1,13.6,météo favorable
2018-06-24,21,18,18,13,21,18,0,62,9,1021,22.75,24,11,18,116,113,113,0,1,14.5,météo favorable
2018-06-25,22,18,21,13,21,19,0,67,8,1021,16.75,24,13,18,113,113,113,0,1,14.5,météo favorable
2018-06-26,24,20,14,14,23,22,0,62,7.75,1021,25,25,14,20,116,113,113,0,1,14.5,météo idéale
2018-06-27,25,22,19,16,24,22,0,60,7.5,1019,33.25,26,15,22,116,113,113,0,1,14.5,météo favorable
2018-06-28,24,20,21,15,23,21,0,57,9,1016,9.5,25,13,20,113,113,113,0,1,14.5,météo idéale
2018-06-29,25,20,8,15,24,22,0,56,10,1014,11.125,26,13,21,113,116,113,0,1,14.5,météo favorable
2018-06-30,29,25,11,19,28,25,0,51,10,1014,6.125,29,15,25,113,113,113,0,1,14.5,météo idéale
2018-07-01,31,26,17,20,31,26,0,47,10,1012,1.125,30,14,27,113,113,113,0,1,14.5,météo idéale
2018-07-02,30,23,8,19,30,23,2.3,64,9.875,1015,17,30,16,23,113,113,200,0,1,14.5,météo idéale
2018-07-03,27,23,7,19,27,23,4.6,64,9.625,1018,17.375,28,18,23,113,113,113,0,1,14.5,météo favorable
2018-07-04,29,23,14,19,29,23,5.4,57,9.5,1018,17.25,29,16,24,113,113,113,0,1,14.5,météo favorable
2018-07-05,22,18,15,16,22,18,0,74,9,1020,46,25,14,18,113,116,116,0,1,14.5,météo favorable
2018-07-06,24,20,20,16,22,21,0,69,10,1022,37.375,25,14,20,119,113,113,0,1,13.5,météo favorable
2018-07-07,26,22,20,17,25,22,0,54,8,1022,16.25,26,15,22,113,113,113,0,1,14.5,météo idéale
2018-07-08,26,22,20,17,25,22,0,56,9,1021,9,26,14,22,113,113,113,0,1,14.5,météo idéale
2018-07-09,27,23,18,17,25,23,0,53,9,1020,9.875,26,15,23,113,113,113,0,1,14.5,météo idéale
2018-07-10,25,21,21,17,24,21,0,55,9,1019,18.75,25,14,21,113,113,116,0,1,14.5,météo idéale
2018-07-11,23,18,18,13,21,19,0,57,9,1018,30.75,24,13,18,116,113,113,0,1,13.5,météo favorable
2018-07-12,24,20,10,14,22,21,0,51,9,1019,22.625,25,12,20,113,113,113,0,1,13.5,météo idéale
2018-07-13,26,24,6,17,26,24,0,52,10,1020,27.125,27,14,24,113,116,116,0,1,14.5,météo favorable
2018-07-14,29,23,6,19,29,23,0,65,9.75,1020,17.75,30,16,23,113,113,200,0,1,14.5,météo idéale
2018-07-15,29,24,7,18,29,24,0.1,50,9.5,1018,23.5,30,15,25,200,200,200,0,1,14.5,météo correcte
2018-07-16,27,22,22,18,26,22,1.9,58,9.875,1016,18.875,27,15,22,113,113,113,0,1,14.5,météo idéale
2018-07-17,26,23,16,17,26,24,0,54,10,1019,16.625,26,15,23,116,113,113,0,1,14.5,météo idéale
2018-07-18,28,23,9,17,26,25,0,45,10,1019,8.75,27,12,23,113,113,113,0,1,14.5,météo idéale
2018-07-19,30,25,10,19,28,26,0,44,10,1017,11.5,29,13,25,113,113,113,0,1,14.5,météo idéale
2018-07-20,29,19,7,20,26,19,3.5,73,9.5,1016,37.375,28,15,20,113,113,122,0,1,13.5,météo favorable
2018-07-21,21,18,13,16,20,19,7.8,81,9,1016,66.125,24,15,18,200,116,116,0,1,11.5,météo défavorable
2018-07-22,24,20,21,16,24,21,0,64,9,1017,30.375,25,13,20,116,116,113,0,1,14.5,météo favorable
2018-07-23,27,23,21,17,26,24,0,48,10,1017,10.375,27,13,23,113,113,113,0,1,14.5,météo idéale
2018-07-24,30,24,4,19,30,24,0,49,10,1016,21.625,30,14,25,113,113,116,0,1,14.5,météo idéale
2018-07-25,30,26,15,20,29,26,0.4,43,9.75,1016,34.875,29,14,27,113,116,116,0,1,14.5,météo favorable
2018-07-26,32,27,10,21,30,27,0,45,10,1015,5.875,30,15,27,113,113,113,0,1,14.5,météo idéale
2018-07-27,32,29,12,22,32,29,0,40,9.875,1014,18.625,31,15,29,113,113,200,0,1,14.5,météo idéale
2018-07-28,24,21,12,20,21,21,13.5,84,8.625,1017,44.875,26,18,21,200,122,113,0,1,11.4,météo défavorable
2018-07-29,31,24,7,18,29,26,0,53,10,1017,5.5,30,16,26,113,113,113,0,1,14.5,météo idéale
2018-07-30,31,25,9,19,28,27,0,52,10,1018,10.625,31,16,25,113,113,113,0,1,14.5,météo idéale
2018-07-31,32,27,10,21,30,28,0,44,10,1019,9.375,31,15,27,113,113,113,0,1,14.5,météo idéale
2018-08-01,31,25,11,20,29,26,0.4,65,9,1020,27,31,18,25,119,113,113,0,1,13.5,météo idéale
